number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_lr,params_rot_inv,state
173,0.037050098180770874,2022-10-13 18:47:13.656678,2022-10-13 19:05:58.413376,0 days 00:18:44.756698,37,15,0.0007512799982122936,5,COMPLETE
174,0.03092476725578308,2022-10-13 18:48:32.639286,2022-10-13 19:05:31.862614,0 days 00:16:59.223328,37,14,0.0008135435894943267,5,COMPLETE
175,0.03264850005507469,2022-10-13 18:50:03.969976,2022-10-13 19:08:15.536040,0 days 00:18:11.566064,36,15,0.000827343967386494,5,COMPLETE
176,0.028122780844569206,2022-10-13 18:53:16.512636,2022-10-13 19:10:21.359009,0 days 00:17:04.846373,36,14,0.0007718649236920244,5,COMPLETE
177,0.037466730922460556,2022-10-13 19:00:40.234562,2022-10-13 19:18:13.541017,0 days 00:17:33.306455,35,14,0.0008280574477921152,5,COMPLETE
178,0.03285406902432442,2022-10-13 19:05:31.946977,2022-10-13 19:22:40.474087,0 days 00:17:08.527110,36,14,0.0008272524146659245,5,COMPLETE
179,0.03205467388033867,2022-10-13 19:05:58.502450,2022-10-13 19:23:18.484765,0 days 00:17:19.982315,36,14,0.0009099431027747827,5,COMPLETE
180,0.037726644426584244,2022-10-13 19:08:15.599776,2022-10-13 19:25:20.404544,0 days 00:17:04.804768,35,14,0.0003466850769648077,5,COMPLETE
181,0.037344079464673996,2022-10-13 19:10:21.426641,2022-10-13 19:27:26.471661,0 days 00:17:05.045020,35,14,0.0008383248736262147,5,COMPLETE
182,0.04250229150056839,2022-10-13 19:18:13.633260,2022-10-13 19:35:26.379742,0 days 00:17:12.746482,35,14,0.00031958149583247045,5,COMPLETE
183,0.0299886092543602,2022-10-13 19:22:40.560801,2022-10-13 19:40:00.304527,0 days 00:17:19.743726,35,14,0.0007999214299065438,5,COMPLETE
184,0.037120405584573746,2022-10-13 19:23:18.576392,2022-10-13 19:42:06.710534,0 days 00:18:48.134142,35,15,0.00040328761855991206,5,COMPLETE
185,0.040161725133657455,2022-10-13 19:25:20.470466,2022-10-13 19:42:26.462294,0 days 00:17:05.991828,36,14,0.0008028688908099705,5,COMPLETE
186,0.03335971385240555,2022-10-13 19:27:26.536806,2022-10-13 19:45:31.101700,0 days 00:18:04.564894,36,15,0.0005572137446298581,5,COMPLETE
187,0.03537864610552788,2022-10-13 19:35:26.474689,2022-10-13 19:54:01.343991,0 days 00:18:34.869302,36,15,0.0005805622430258511,5,COMPLETE
188,0.03196094185113907,2022-10-13 19:40:00.393749,2022-10-13 19:58:42.410686,0 days 00:18:42.016937,33,15,0.0005675687775869968,5,COMPLETE
189,0.03446319326758385,2022-10-13 19:42:06.795398,2022-10-13 20:01:06.776563,0 days 00:18:59.981165,33,15,0.0005891329269396778,5,COMPLETE
190,0.03602010756731033,2022-10-13 19:42:26.525167,2022-10-13 20:00:39.624831,0 days 00:18:13.099664,33,15,0.0005729741008228553,5,COMPLETE
191,0.03322808817028999,2022-10-13 19:45:31.168811,2022-10-13 20:03:53.030448,0 days 00:18:21.861637,33,15,0.0005670700313695977,5,COMPLETE
192,0.03409457951784134,2022-10-13 19:54:01.438323,2022-10-13 20:14:05.004741,0 days 00:20:03.566418,33,16,0.000588874896006872,5,COMPLETE
193,0.03786555677652359,2022-10-13 19:58:42.499005,2022-10-13 20:18:23.513548,0 days 00:19:41.014543,33,16,0.0005586110806742708,5,COMPLETE
194,0.03422635793685913,2022-10-13 20:00:39.862784,2022-10-13 20:19:50.350074,0 days 00:19:10.487290,38,16,0.0014357428275299493,5,COMPLETE
195,0.03789090737700462,2022-10-13 20:01:06.846333,2022-10-13 20:20:58.703065,0 days 00:19:51.856732,38,16,0.00047038193482897255,5,COMPLETE
196,0.03784572333097458,2022-10-13 20:03:53.096778,2022-10-13 20:23:18.198334,0 days 00:19:25.101556,38,16,0.00046673164862877104,5,COMPLETE
197,0.03604819253087044,2022-10-13 20:14:05.101216,2022-10-13 20:31:19.724267,0 days 00:17:14.623051,38,14,0.00048441673829416055,5,COMPLETE
198,0.03645717352628708,2022-10-13 20:18:23.611280,2022-10-13 20:35:41.199955,0 days 00:17:17.588675,38,14,0.00044577447278487876,5,COMPLETE
199,0.03276664391160011,2022-10-13 20:19:50.439875,2022-10-13 20:36:50.517530,0 days 00:17:00.077655,38,14,0.0007447346178865179,5,COMPLETE
200,0.03463531658053398,2022-10-13 20:20:58.771591,2022-10-13 20:38:34.982482,0 days 00:17:36.210891,36,14,0.0007451321336465935,5,COMPLETE
201,0.032723478972911835,2022-10-13 20:23:18.265745,2022-10-13 20:40:14.915427,0 days 00:16:56.649682,36,14,0.0007208895786574679,5,COMPLETE
202,0.03445056080818176,2022-10-13 20:31:19.820056,2022-10-13 20:49:53.200918,0 days 00:18:33.380862,34,15,0.0007301287398583819,5,COMPLETE
203,0.032323673367500305,2022-10-13 20:35:41.284205,2022-10-13 20:54:12.185536,0 days 00:18:30.901331,34,15,0.0007137696886488833,5,COMPLETE
204,0.03724870830774307,2022-10-13 20:36:50.604924,2022-10-13 20:53:50.140041,0 days 00:16:59.535117,36,14,0.0007329072023310681,5,COMPLETE
205,0.03055315650999546,2022-10-13 20:38:35.052822,2022-10-13 20:57:29.523043,0 days 00:18:54.470221,34,15,0.000726256401444604,5,COMPLETE
206,0.03192981705069542,2022-10-13 20:40:14.983339,2022-10-13 20:58:11.845757,0 days 00:17:56.862418,34,15,0.000996427572863551,5,COMPLETE
207,0.03414385765790939,2022-10-13 20:49:53.302342,2022-10-13 21:07:03.392606,0 days 00:17:10.090264,36,14,0.0010917482298700625,5,COMPLETE
208,0.030227409675717354,2022-10-13 20:53:50.230583,2022-10-13 21:10:56.618249,0 days 00:17:06.387666,34,14,0.0009838269845417699,5,COMPLETE
209,0.030893774703145027,2022-10-13 20:54:12.276406,2022-10-13 21:12:39.174352,0 days 00:18:26.897946,32,15,0.0009796343700703156,5,COMPLETE
210,0.029837021604180336,2022-10-13 20:57:29.616824,2022-10-13 21:16:25.874814,0 days 00:18:56.257990,34,15,0.0009630458327647438,5,COMPLETE
211,0.031268294900655746,2022-10-13 20:58:11.912764,2022-10-13 21:16:28.103691,0 days 00:18:16.190927,32,15,0.0010056434039265102,5,COMPLETE
212,0.03147583827376366,2022-10-13 21:07:03.609664,2022-10-13 21:25:37.011743,0 days 00:18:33.402079,32,15,0.00098732217187848,5,COMPLETE
213,0.03223533183336258,2022-10-13 21:10:56.709697,2022-10-13 21:29:20.460724,0 days 00:18:23.751027,32,15,0.0009789529995471728,5,COMPLETE
214,0.0324731171131134,2022-10-13 21:12:39.266193,2022-10-13 21:31:25.712363,0 days 00:18:46.446170,32,15,0.000973094285020929,5,COMPLETE
215,0.030771955847740173,2022-10-13 21:16:25.958213,2022-10-13 21:35:29.932865,0 days 00:19:03.974652,32,15,0.0009863363453326268,5,COMPLETE
216,0.033206693828105927,2022-10-13 21:16:28.171620,2022-10-13 21:34:49.938564,0 days 00:18:21.766944,32,15,0.0010021614658038002,5,COMPLETE
217,0.04068747162818909,2022-10-13 21:25:37.108069,2022-10-13 21:44:14.534963,0 days 00:18:37.426894,31,15,0.0010274349083269486,5,COMPLETE
218,0.031259190291166306,2022-10-13 21:29:20.553716,2022-10-13 21:47:40.447904,0 days 00:18:19.894188,31,15,0.0009703467491914318,5,COMPLETE
219,0.031335052102804184,2022-10-13 21:31:25.802147,2022-10-13 21:50:12.404988,0 days 00:18:46.602841,31,15,0.0010163013846681012,5,COMPLETE
220,0.0312870554625988,2022-10-13 21:34:50.032487,2022-10-13 21:53:00.942787,0 days 00:18:10.910300,31,15,0.0007098565881850089,5,COMPLETE
221,0.03656229376792908,2022-10-13 21:35:30.000040,2022-10-13 21:54:35.568575,0 days 00:19:05.568535,32,15,0.0010039456399391303,5,COMPLETE
222,0.0305501576513052,2022-10-13 21:44:14.652214,2022-10-13 22:02:52.010068,0 days 00:18:37.357854,30,15,0.0006577170315739786,5,COMPLETE
223,0.03894620016217232,2022-10-13 21:47:40.535122,2022-10-13 22:06:08.837042,0 days 00:18:28.301920,31,15,0.0013365835055877716,5,COMPLETE
224,0.03241926059126854,2022-10-13 21:50:12.498627,2022-10-13 22:09:07.765587,0 days 00:18:55.266960,30,15,0.001218259771413295,5,COMPLETE
225,0.034891337156295776,2022-10-13 21:53:01.037637,2022-10-13 22:11:13.409725,0 days 00:18:12.372088,31,15,0.001304634914989352,5,COMPLETE
226,0.03712824359536171,2022-10-13 21:54:35.638257,2022-10-13 22:13:47.734832,0 days 00:19:12.096575,31,15,0.00136463977385879,5,COMPLETE
227,0.05203218013048172,2022-10-13 22:02:53.046238,2022-10-13 22:22:37.499185,0 days 00:19:44.452947,31,16,0.0014197181259762491,5,COMPLETE
228,0.03173515200614929,2022-10-13 22:06:08.930238,2022-10-13 22:24:34.665993,0 days 00:18:25.735755,30,15,0.001211561315968627,5,COMPLETE
229,0.032471995800733566,2022-10-13 22:09:07.854818,2022-10-13 22:29:11.542410,0 days 00:20:03.687592,30,16,0.0013770014147645485,5,COMPLETE
230,0.033538125455379486,2022-10-13 22:11:13.498516,2022-10-13 22:30:50.265236,0 days 00:19:36.766720,30,16,0.00066857707428615,5,COMPLETE
231,0.03291317820549011,2022-10-13 22:13:47.805219,2022-10-13 22:34:19.270549,0 days 00:20:31.465330,30,16,0.0006525407891903486,5,COMPLETE
232,0.03355792164802551,2022-10-13 22:22:37.592133,2022-10-13 22:41:31.300038,0 days 00:18:53.707905,29,15,0.0006638354548702521,5,COMPLETE
233,0.02953130193054676,2022-10-13 22:24:34.761765,2022-10-13 22:42:58.541490,0 days 00:18:23.779725,29,15,0.0006641091878312339,5,COMPLETE
234,0.03192311152815819,2022-10-13 22:29:11.633584,2022-10-13 22:48:08.569216,0 days 00:18:56.935632,29,15,0.0006590207109895192,5,COMPLETE
235,0.032671645283699036,2022-10-13 22:30:50.358156,2022-10-13 22:49:27.204702,0 days 00:18:36.846546,29,15,0.001128382717537218,5,COMPLETE
236,0.03327912092208862,2022-10-13 22:34:19.340973,2022-10-13 22:53:47.876267,0 days 00:19:28.535294,29,15,0.0010924516338859176,5,COMPLETE
237,0.032424524426460266,2022-10-13 22:41:31.396161,2022-10-13 23:00:04.684292,0 days 00:18:33.288131,34,15,0.001129450019076464,5,COMPLETE
238,0.029432274401187897,2022-10-13 22:42:58.635250,2022-10-13 23:01:17.015018,0 days 00:18:18.379768,34,15,0.0010119455318743406,5,COMPLETE
239,0.037169039249420166,2022-10-13 22:48:08.662390,2022-10-13 23:07:04.646185,0 days 00:18:55.983795,28,15,0.0010274071312218215,5,COMPLETE
240,0.029692748561501503,2022-10-13 22:49:27.295996,2022-10-13 23:07:42.105096,0 days 00:18:14.809100,32,15,0.0008742865624490447,5,COMPLETE
241,0.03361810743808746,2022-10-13 22:53:47.945247,2022-10-13 23:12:53.313858,0 days 00:19:05.368611,32,15,0.0008867338639989378,5,COMPLETE
242,0.030863167718052864,2022-10-13 23:00:06.012939,2022-10-13 23:18:30.255762,0 days 00:18:24.242823,32,15,0.0009245563942870946,5,COMPLETE
243,0.037225451320409775,2022-10-13 23:01:17.109114,2022-10-13 23:19:36.914053,0 days 00:18:19.804939,33,15,0.0009368171217475713,5,COMPLETE
244,0.030746471136808395,2022-10-13 23:07:04.742756,2022-10-13 23:25:27.289438,0 days 00:18:22.546682,34,15,0.0008982199878854877,5,COMPLETE
245,0.03256690502166748,2022-10-13 23:07:42.204402,2022-10-13 23:25:56.925933,0 days 00:18:14.721531,34,15,0.0009077542546126386,5,COMPLETE
246,0.03533081337809563,2022-10-13 23:12:53.389890,2022-10-13 23:31:49.297115,0 days 00:18:55.907225,34,15,0.0008646186621040292,5,COMPLETE
247,0.03631342574954033,2022-10-13 23:18:30.357085,2022-10-13 23:36:56.407666,0 days 00:18:26.050581,33,15,0.0007811777633389153,5,COMPLETE
248,0.035085126757621765,2022-10-13 23:19:37.007275,2022-10-13 23:37:51.042048,0 days 00:18:14.034773,34,15,0.0007702171448365974,5,COMPLETE
249,0.032291512936353683,2022-10-13 23:25:27.386749,2022-10-13 23:45:24.074330,0 days 00:19:56.687581,32,16,0.0007986852064259571,5,COMPLETE
250,0.03515128791332245,2022-10-13 23:25:57.026958,2022-10-13 23:44:24.410116,0 days 00:18:27.383158,30,15,0.0007640227817880874,5,COMPLETE
251,0.03097366727888584,2022-10-13 23:31:49.369982,2022-10-13 23:52:17.153886,0 days 00:20:27.783904,31,16,0.0007384245368463057,5,COMPLETE
252,0.035355616360902786,2022-10-13 23:36:56.520103,2022-10-13 23:56:36.327455,0 days 00:19:39.807352,32,16,0.0007375960928227212,5,COMPLETE
253,0.03300560265779495,2022-10-13 23:37:51.143337,2022-10-13 23:57:32.899295,0 days 00:19:41.755958,32,16,0.0011822285560439839,5,COMPLETE
254,0.0312550887465477,2022-10-13 23:44:24.483340,2022-10-14 00:04:19.472068,0 days 00:19:54.988728,28,16,0.00118883015627429,5,COMPLETE
255,0.029208876192569733,2022-10-13 23:45:24.168444,2022-10-14 00:05:32.908903,0 days 00:20:08.740459,28,16,0.001160949900009206,5,COMPLETE
256,0.03200346603989601,2022-10-13 23:52:17.253674,2022-10-14 00:12:26.325851,0 days 00:20:09.072177,31,16,0.0005819122838234027,5,COMPLETE
257,0.730566143989563,2022-10-13 23:56:36.432844,2022-10-14 00:17:36.990437,0 days 00:21:00.557593,30,17,0.0011486568720480168,5,COMPLETE
258,0.03225415199995041,2022-10-13 23:57:32.997997,2022-10-14 00:18:24.921218,0 days 00:20:51.923221,31,17,0.0006726394211085155,5,COMPLETE
259,0.730661153793335,2022-10-14 00:04:19.667373,2022-10-14 00:24:16.418568,0 days 00:19:56.751195,28,16,0.001527241599325085,5,COMPLETE
260,0.163849338889122,2022-10-14 00:05:33.005240,2022-10-14 00:26:47.896374,0 days 00:21:14.891134,31,17,0.001192235755747701,5,COMPLETE
261,0.7304031252861023,2022-10-14 00:12:26.421680,2022-10-14 00:34:30.672261,0 days 00:22:04.250581,28,17,0.0014694705144462016,5,COMPLETE
262,0.042815666645765305,2022-10-14 00:17:37.143712,2022-10-14 00:37:49.837077,0 days 00:20:12.693365,26,16,0.00149287196899072,5,COMPLETE
263,0.7304925322532654,2022-10-14 00:18:25.015678,2022-10-14 00:38:25.685455,0 days 00:20:00.669777,27,16,0.0014508956874694622,5,COMPLETE
264,0.030782129615545273,2022-10-14 00:24:16.491701,2022-10-14 00:45:11.965104,0 days 00:20:55.473403,30,17,0.001219175900776731,5,COMPLETE
265,0.03163384273648262,2022-10-14 00:26:47.986983,2022-10-14 00:47:26.141180,0 days 00:20:38.154197,25,16,0.000989787899805148,5,COMPLETE
266,0.03287431225180626,2022-10-14 00:34:30.767937,2022-10-14 00:55:36.477398,0 days 00:21:05.709461,26,16,0.0009618797533352908,5,COMPLETE
267,0.030093863606452942,2022-10-14 00:37:49.943655,2022-10-14 00:55:40.073579,0 days 00:17:50.129924,28,14,0.0009827401617655133,5,COMPLETE
268,0.03643953055143356,2022-10-14 00:38:25.778926,2022-10-14 00:55:43.081666,0 days 00:17:17.302740,30,14,0.000990499609051827,5,COMPLETE
269,0.03660650551319122,2022-10-14 00:45:12.037702,2022-10-14 01:02:06.115967,0 days 00:16:54.078265,33,14,0.0009538018956409809,5,COMPLETE
270,0.02988053858280182,2022-10-14 00:47:26.236101,2022-10-14 01:04:55.895211,0 days 00:17:29.659110,33,14,0.0009862428878600416,5,COMPLETE
271,0.033601146191358566,2022-10-14 00:55:36.579152,2022-10-14 01:13:52.085864,0 days 00:18:15.506712,28,14,0.0009548703893472309,5,COMPLETE
272,0.02845476195216179,2022-10-14 00:55:40.162123,2022-10-14 01:13:32.404768,0 days 00:17:52.242645,28,14,0.0011466815516655974,5,COMPLETE
273,0.03417103737592697,2022-10-14 00:55:43.169692,2022-10-14 01:13:10.763045,0 days 00:17:27.593353,29,14,0.0011548273522408497,5,COMPLETE
274,0.035942308604717255,2022-10-14 01:02:06.323584,2022-10-14 01:19:36.434050,0 days 00:17:30.110466,28,14,0.0011793502369289157,5,COMPLETE
275,0.031920235604047775,2022-10-14 01:04:55.998968,2022-10-14 01:22:41.030019,0 days 00:17:45.031051,29,14,0.0006289466288032425,5,COMPLETE
276,0.03239141032099724,2022-10-14 01:13:10.860840,2022-10-14 01:30:29.419773,0 days 00:17:18.558933,28,14,0.0006745544935357408,5,COMPLETE
277,0.730417788028717,2022-10-14 01:13:32.558495,2022-10-14 01:30:59.133338,0 days 00:17:26.574843,28,14,0.0011673008898742965,5,COMPLETE
278,0.031128576025366783,2022-10-14 01:13:52.181678,2022-10-14 01:31:31.868167,0 days 00:17:39.686489,35,14,0.0012093802246132043,5,COMPLETE
279,0.03660169243812561,2022-10-14 01:19:36.509923,2022-10-14 01:36:37.521134,0 days 00:17:01.011211,34,14,0.0012802757006603535,5,COMPLETE
280,0.03234667330980301,2022-10-14 01:22:41.133163,2022-10-14 01:40:03.528598,0 days 00:17:22.395435,35,14,0.0008327680214968628,5,COMPLETE
281,0.03144096955657005,2022-10-14 01:30:29.513646,2022-10-14 01:47:34.968259,0 days 00:17:05.454613,35,14,0.0013087610642177551,5,COMPLETE
282,0.039415132254362106,2022-10-14 01:30:59.236267,2022-10-14 01:48:08.615422,0 days 00:17:09.379155,35,14,0.0008436794055711949,5,COMPLETE
283,0.7304913997650146,2022-10-14 01:31:31.967486,2022-10-14 01:48:56.941579,0 days 00:17:24.974093,35,14,0.0016003979026388121,5,COMPLETE
284,0.056397318840026855,2022-10-14 01:36:37.597803,2022-10-14 01:57:08.098751,0 days 00:20:30.500948,35,17,0.001884203721144298,5,COMPLETE
285,0.7301256656646729,2022-10-14 01:40:03.629356,2022-10-14 02:00:50.283850,0 days 00:20:46.654494,33,17,0.001671252592282171,5,COMPLETE
286,0.0375126451253891,2022-10-14 01:47:35.064181,2022-10-14 02:04:43.266091,0 days 00:17:08.201910,33,14,0.0016034040144552832,5,COMPLETE
287,0.07679709792137146,2022-10-14 01:48:08.721752,2022-10-14 02:08:54.379943,0 days 00:20:45.658191,33,17,0.0016615530940082776,5,COMPLETE
288,0.1054132729768753,2022-10-14 01:48:57.041003,2022-10-14 02:10:27.354133,0 days 00:21:30.313130,33,17,0.0018558562521186815,5,COMPLETE
289,0.038268327713012695,2022-10-14 01:57:08.175276,2022-10-14 02:14:17.345623,0 days 00:17:09.170347,33,14,0.000830922250742105,5,COMPLETE
290,0.03270326182246208,2022-10-14 02:00:50.627098,2022-10-14 02:18:17.413827,0 days 00:17:26.786729,33,14,0.0008438199186045099,5,COMPLETE
291,0.03565264865756035,2022-10-14 02:04:43.367838,2022-10-14 02:21:53.110081,0 days 00:17:09.742243,33,14,0.0008575030624123225,5,COMPLETE
292,0.029676206409931183,2022-10-14 02:08:54.536257,2022-10-14 02:26:34.766172,0 days 00:17:40.229915,27,14,0.0008125930160069388,5,COMPLETE
293,0.03452044725418091,2022-10-14 02:10:27.456896,2022-10-14 02:28:48.104099,0 days 00:18:20.647203,27,14,0.0008253202610489389,5,COMPLETE
294,0.032849814742803574,2022-10-14 02:14:17.421285,2022-10-14 02:31:51.844906,0 days 00:17:34.423621,27,14,0.0011745103562974912,5,COMPLETE
295,0.03201274201273918,2022-10-14 02:18:17.518134,2022-10-14 02:35:58.083888,0 days 00:17:40.565754,27,14,0.0011617237080587138,5,COMPLETE
296,0.036889754235744476,2022-10-14 02:21:53.212821,2022-10-14 02:39:11.666401,0 days 00:17:18.453580,30,14,0.0011601675036946827,5,COMPLETE
297,0.029265986755490303,2022-10-14 02:26:34.877676,2022-10-14 02:44:29.150711,0 days 00:17:54.273035,25,14,0.0006568833351736158,5,COMPLETE
298,0.03500887751579285,2022-10-14 02:28:48.209327,2022-10-14 02:47:12.241420,0 days 00:18:24.032093,27,14,0.0006139014360453569,5,COMPLETE
299,0.03790590912103653,2022-10-14 02:31:51.923271,2022-10-14 02:47:57.828869,0 days 00:16:05.905598,29,13,0.0006677628107827879,5,COMPLETE
300,0.03545515611767769,2022-10-14 02:35:58.187925,2022-10-14 02:52:47.537480,0 days 00:16:49.349555,26,13,0.0006738315343203795,5,COMPLETE
301,0.03246523067355156,2022-10-14 02:39:11.773269,2022-10-14 02:55:39.137717,0 days 00:16:27.364448,25,13,0.0006501844822788054,5,COMPLETE
302,0.03177865594625473,2022-10-14 02:44:29.260457,2022-10-14 03:00:57.397999,0 days 00:16:28.137542,25,13,0.0005843717308595005,5,COMPLETE
303,0.03345700725913048,2022-10-14 02:47:12.352867,2022-10-14 03:04:43.383304,0 days 00:17:31.030437,24,13,0.0004649780482604099,5,COMPLETE
304,0.03186924010515213,2022-10-14 02:47:57.908020,2022-10-14 03:05:59.906415,0 days 00:18:01.998395,23,14,0.0005195867226470139,5,COMPLETE
305,0.03321678563952446,2022-10-14 02:52:47.643183,2022-10-14 03:10:56.467823,0 days 00:18:08.824640,25,14,0.00040853724448154975,5,COMPLETE
306,0.03238813579082489,2022-10-14 02:55:39.239608,2022-10-14 03:13:29.914981,0 days 00:17:50.675373,25,14,0.0004967044474214402,5,COMPLETE
307,0.03112817369401455,2022-10-14 03:00:57.690626,2022-10-14 03:19:16.996940,0 days 00:18:19.306314,22,14,0.0004676963939708942,5,COMPLETE
308,0.03629101440310478,2022-10-14 03:04:43.488202,2022-10-14 03:22:22.018496,0 days 00:17:38.530294,34,14,0.0005358235856363777,5,COMPLETE
309,0.03435587137937546,2022-10-14 03:05:59.984358,2022-10-14 03:22:52.699114,0 days 00:16:52.714756,37,14,0.0007893143119787643,5,COMPLETE
310,0.03340425714850426,2022-10-14 03:10:56.708967,2022-10-14 03:29:23.698978,0 days 00:18:26.990011,37,15,0.0007648966049366841,5,COMPLETE
311,0.03152639418840408,2022-10-14 03:13:30.021352,2022-10-14 03:35:08.521310,0 days 00:21:38.499958,37,18,0.0007625042150442854,5,COMPLETE
312,0.03536619991064072,2022-10-14 03:19:17.106227,2022-10-14 03:37:36.641223,0 days 00:18:19.534996,37,15,0.0007689481965259826,5,COMPLETE
313,0.030937712639570236,2022-10-14 03:22:22.128281,2022-10-14 03:42:45.282772,0 days 00:20:23.154491,23,15,0.0007320188972956345,5,COMPLETE
314,0.032304637134075165,2022-10-14 03:22:52.778093,2022-10-14 03:42:25.688672,0 days 00:19:32.910579,21,15,0.0006992962936641861,5,COMPLETE
315,0.03103630617260933,2022-10-14 03:29:23.807065,2022-10-14 03:49:09.642470,0 days 00:19:45.835405,21,15,0.000765959441326199,5,COMPLETE
316,0.032930612564086914,2022-10-14 03:35:08.629741,2022-10-14 03:53:35.741787,0 days 00:18:27.112046,32,15,0.0006038664203294973,5,COMPLETE
317,0.03397141396999359,2022-10-14 03:37:36.756621,2022-10-14 03:57:01.549499,0 days 00:19:24.792878,22,15,0.0009462388953689362,5,COMPLETE
318,0.03188767656683922,2022-10-14 03:42:25.793082,2022-10-14 04:00:47.104026,0 days 00:18:21.310944,32,15,0.0009568758576010505,5,COMPLETE
319,0.034746021032333374,2022-10-14 03:42:45.362792,2022-10-14 04:01:53.367843,0 days 00:19:08.005051,32,15,0.0009422228297369349,5,COMPLETE
320,0.03374496102333069,2022-10-14 03:49:09.750635,2022-10-14 04:08:05.681337,0 days 00:18:55.930702,29,15,0.000992507874833094,5,COMPLETE
321,0.03234965354204178,2022-10-14 03:53:35.849256,2022-10-14 04:12:56.881396,0 days 00:19:21.032140,23,15,0.0009604813041185622,5,COMPLETE
322,0.03500999137759209,2022-10-14 03:57:01.657853,2022-10-14 04:15:34.503654,0 days 00:18:32.845801,30,15,0.0009702176563649847,5,COMPLETE
323,0.03385820612311363,2022-10-14 04:00:47.341450,2022-10-14 04:19:22.775440,0 days 00:18:35.433990,29,15,0.0008830234453435396,5,COMPLETE
324,0.0293340515345335,2022-10-14 04:01:53.447681,2022-10-14 04:21:22.464836,0 days 00:19:29.017155,29,15,0.0010085853028247416,5,COMPLETE
325,0.031007714569568634,2022-10-14 04:08:05.794988,2022-10-14 04:29:03.520702,0 days 00:20:57.725714,23,16,0.0007040001892671385,5,COMPLETE
326,0.03205213323235512,2022-10-14 04:12:56.986017,2022-10-14 04:32:42.800573,0 days 00:19:45.814556,30,16,0.0006196459614397493,5,COMPLETE
327,0.03193693980574608,2022-10-14 04:15:34.673797,2022-10-14 04:35:01.512795,0 days 00:19:26.838998,34,16,0.0006701937173500833,5,COMPLETE
328,0.031174564734101295,2022-10-14 04:19:22.890232,2022-10-14 04:38:45.855694,0 days 00:19:22.965462,34,16,0.0005903702871022765,5,COMPLETE
329,0.034592773765325546,2022-10-14 04:21:22.541428,2022-10-14 04:38:35.745056,0 days 00:17:13.203628,39,14,0.0012945182493973525,5,COMPLETE
330,0.036272868514060974,2022-10-14 04:29:03.627998,2022-10-14 04:47:04.121500,0 days 00:18:00.493502,26,14,0.0014351715553466904,5,COMPLETE
331,0.03373556584119797,2022-10-14 04:32:42.905052,2022-10-14 04:51:01.407938,0 days 00:18:18.502886,34,15,0.0013672469555715762,5,COMPLETE
332,0.03463953733444214,2022-10-14 04:35:01.628472,2022-10-14 04:52:42.381652,0 days 00:17:40.753180,24,14,0.0012744055965798595,5,COMPLETE
333,0.0384647510945797,2022-10-14 04:38:35.850078,2022-10-14 04:57:08.146325,0 days 00:18:32.296247,26,14,0.0012486401226552688,5,COMPLETE
334,0.13447612524032593,2022-10-14 04:38:45.937436,2022-10-14 04:56:19.159407,0 days 00:17:33.221971,28,14,0.0013491810631415667,5,COMPLETE
335,0.7307148575782776,2022-10-14 04:47:04.229535,2022-10-14 05:06:04.472075,0 days 00:19:00.242540,28,15,0.0011327033435465403,5,COMPLETE
336,0.03644464164972305,2022-10-14 04:51:01.515475,2022-10-14 05:09:30.679980,0 days 00:18:29.164505,28,15,0.0011022969657307569,5,COMPLETE
337,0.035659074783325195,2022-10-14 04:52:42.492851,2022-10-14 05:11:25.250431,0 days 00:18:42.757580,28,15,0.0011008005641877103,5,COMPLETE
338,0.03477366641163826,2022-10-14 04:56:19.262349,2022-10-14 05:14:59.662805,0 days 00:18:40.400456,26,15,0.0010721261948407022,5,COMPLETE
339,0.033393509685993195,2022-10-14 04:57:08.228106,2022-10-14 05:16:31.455037,0 days 00:19:23.226931,29,15,0.0010871215243527016,5,COMPLETE
340,0.032078299671411514,2022-10-14 05:06:04.676482,2022-10-14 05:24:34.569715,0 days 00:18:29.893233,35,15,0.0008278647082001427,5,COMPLETE
341,0.7308006882667542,2022-10-14 05:09:30.869485,2022-10-14 05:27:41.903222,0 days 00:18:11.033737,35,15,0.006635047094920033,5,COMPLETE
342,0.03119244985282421,2022-10-14 05:11:25.429980,2022-10-14 05:29:56.332475,0 days 00:18:30.902495,30,15,0.0008542658864041973,5,COMPLETE
343,0.03402304649353027,2022-10-14 05:14:59.775290,2022-10-14 05:32:00.903556,0 days 00:17:01.128266,35,14,0.0008499481033642863,5,COMPLETE
344,0.03479835391044617,2022-10-14 05:16:31.538429,2022-10-14 05:34:12.766757,0 days 00:17:41.228328,35,14,0.0008351504597559653,5,COMPLETE
345,0.03322784975171089,2022-10-14 05:24:34.677005,2022-10-14 05:42:16.840918,0 days 00:17:42.163913,30,14,0.0008529505220955874,5,COMPLETE
346,0.1840643435716629,2022-10-14 05:27:42.011463,2022-10-14 05:45:04.237003,0 days 00:17:22.225540,30,14,0.002216897839184189,5,COMPLETE
347,0.033480606973171234,2022-10-14 05:29:56.442149,2022-10-14 05:47:01.932876,0 days 00:17:05.490727,34,14,0.0008553902904419916,5,COMPLETE
348,0.03447623550891876,2022-10-14 05:32:01.013098,2022-10-14 05:49:16.513818,0 days 00:17:15.500720,31,14,0.00038629629777129433,5,COMPLETE
349,0.037426769733428955,2022-10-14 05:34:12.850977,2022-10-14 05:50:55.799446,0 days 00:16:42.948469,31,13,0.00037780353642074996,5,COMPLETE
