,Unnamed: 0,trial,lr,batch_size,epochs,rot_inv,train_loss,val_loss,val_loss_best,tot_time,pruned
14,14,82,1.3385850936589438e-06,36,20,2,"[0.9296579360961914, 0.6751430630683899, 0.48088690638542175, 0.40683513879776, 0.37305188179016113, 0.3543965816497803, 0.34293192625045776, 0.334122896194458, 0.32701346278190613, 0.32181113958358765, 0.317159503698349, 0.31323564052581787, 0.3099178373813629, 0.3065538704395294, 0.3034924268722534, 0.3007461428642273, 0.29832595586776733, 0.2956952452659607, 0.29331451654434204, 0.2913467586040497]","[0.5956628918647766, 0.3948725759983063, 0.2998659610748291, 0.26184073090553284, 0.24273556470870972, 0.2316303253173828, 0.22432389855384827, 0.21774554252624512, 0.21352499723434448, 0.20972275733947754, 0.2073880434036255, 0.20614735782146454, 0.2022980898618698, 0.2010660171508789, 0.1975262612104416, 0.1954450160264969, 0.19428090751171112, 0.19214192032814026, 0.19000889360904694, 0.18901227414608002]",0.18901227414608,1241.8753035640111,0
16,16,83,0.0068073833082979,40,14,2,"[1.9297622442245483, 1.0002497434616089, 1.0003091096878052, 1.0003042221069336, 1.0003331899642944, 1.0004483461380005, 1.0003821849822998, 1.000699758529663, 1.0006608963012695, 1.0006117820739746, 1.0004414319992065, 1.0004242658615112, 1.000409483909607, 1.000480055809021]","[0.7341799139976501, 0.7320536971092224, 0.7317896485328674, 0.7375914454460144, 0.7313271164894104, 0.7328221797943115, 0.7302737832069397, 0.734407901763916, 0.7326698303222656, 0.7315143942832947, 0.7338277697563171, 0.7327053546905518, 0.729744553565979, 0.732519805431366]",0.729744553565979,857.3086418714374,0
19,19,84,0.0007070316528779,58,14,5,"[0.3257523477077484, 0.1382458657026291, 0.09281658381223679, 0.0702434629201889, 0.051888007670640945, 0.042422104626894, 0.03453725948929787, 0.02660786733031273, 0.02567068114876747, 0.023641979321837425, 0.020783213898539543, 0.019435780122876167, 0.019069485366344452, 0.016811886802315712]","[0.7235689163208008, 0.07501013576984406, 0.06531978398561478, 0.06317726522684097, 0.0530560128390789, 0.23150795698165894, 0.052174314856529236, 0.047338373959064484, 0.09648595005273819, 0.03972671180963516, 0.04258822277188301, 0.04353433474898338, 0.04157169163227081, 0.038383521139621735]",0.0383835211396217,930.1798019111156,0
17,17,85,0.0030466713107309,28,12,3,"[1.0952675342559814, 1.0002626180648804, 1.0002784729003906, 1.0001916885375977, 1.0003759860992432, 1.0003267526626587, 1.0001951456069946, 1.0003094673156738, 1.0001952648162842, 1.0003377199172974, 1.0004490613937378, 1.0002710819244385]","[0.7319498658180237, 0.7319940328598022, 0.7321569919586182, 0.7319357991218567, 0.7321186661720276, 0.7324299216270447, 0.7316882610321045, 0.7322198748588562, 0.7345282435417175, 0.7304512858390808, 0.7320933938026428, 0.7329813838005066]",0.7304512858390808,832.058733460959,0
16,16,86,2.6705185055456987e-05,53,10,1,"[0.421055406332016, 0.2862200140953064, 0.25864362716674805, 0.23819607496261597, 0.22440244257450104, 0.21178372204303741, 0.20122382044792175, 0.19144228100776672, 0.18352293968200684, 0.17571468651294708]","[0.1917276531457901, 0.18494562804698944, 0.16782699525356293, 0.15000534057617188, 0.14829285442829132, 0.15273326635360718, 0.1297333687543869, 0.12379802018404007, 0.140944704413414, 0.11782269924879074]",0.1178226992487907,496.6230257860152,0
15,15,87,4.364172389458984e-05,34,19,2,"[0.3412872552871704, 0.24986782670021057, 0.21329253911972046, 0.1895798146724701, 0.17135804891586304, 0.1589990109205246, 0.14820970594882965, 0.13734182715415955, 0.1297493278980255, 0.12261779606342316, 0.11608359217643738, 0.11084679514169693, 0.1052386611700058, 0.10138556361198425, 0.09670136868953705, 0.09289915859699249, 0.08819355070590973, 0.08564958721399307, 0.08161716908216476]","[0.17209169268608093, 0.153537318110466, 0.12320210039615631, 0.1140093207359314, 0.1097567081451416, 0.11342007666826248, 0.09731027483940125, 0.09397222846746445, 0.09446374326944351, 0.09006759524345398, 0.09432343393564224, 0.08576573431491852, 0.0947607010602951, 0.08717802166938782, 0.08777779340744019, 0.08006341010332108, 0.08085900545120239, 0.0859290137887001, 0.07573138922452927]",0.0757313892245292,1182.973849428934,0
17,17,88,0.0015295738376797,48,10,4,"[0.33398228883743286, 0.1532888412475586, 0.11704570055007935, 0.08495340496301651, 0.06254613399505615, 0.05578956380486488, 0.052003055810928345, 0.09577545523643494, 0.06217707693576813, 0.04026418551802635]","[0.10006365925073624, 0.07682020962238312, 0.06773093342781067, 0.0572516955435276, 0.06268225610256195, 0.1688186079263687, 0.052361588925123215, 0.09299792349338531, 0.05321637541055679, 0.04952070116996765]",0.0495207011699676,668.3030561711639,0
17,17,89,0.0002453517116741,27,10,3,"[0.3008921146392822, 0.1708112359046936, 0.12950874865055084, 0.10618335753679276, 0.0889894962310791, 0.07536371052265167, 0.06351712346076965, 0.05353018268942833, 0.04651997238397598, 0.0409674197435379]","[0.12003857642412186, 0.2476949691772461, 0.10935050994157791, 0.1273702085018158, 0.0720461830496788, 0.06886894255876541, 0.07312668114900589, 0.06595244258642197, 0.06357219070196152, 0.06426630169153214]",0.0635721907019615,716.3288977710763,0
20,20,90,1.9160389849797265e-06,57,14,1,"[0.9173464179039001, 0.6893812417984009, 0.5330662131309509, 0.44000548124313354, 0.39160242676734924, 0.3637760579586029, 0.3461950421333313, 0.33430689573287964, 0.3253229558467865, 0.31782424449920654, 0.31116440892219543, 0.30547448992729187, 0.30059587955474854, 0.29593655467033386]","[0.5763248205184937, 0.41960442066192627, 0.3357933461666107, 0.28070610761642456, 0.25475841760635376, 0.23905503749847412, 0.22921203076839447, 0.22027233242988586, 0.2144492119550705, 0.210248202085495, 0.2052459567785263, 0.20195817947387695, 0.1981722116470337, 0.1965244710445404]",0.1965244710445404,678.1194745376706,0
18,18,91,6.915772851007056e-06,51,9,5,"[0.5847833156585693, 0.30934444069862366, 0.2755991816520691, 0.25927770137786865, 0.24784600734710693, 0.23772229254245758, 0.22960153222084045, 0.22157981991767883, 0.21492914855480194]","[0.23431383073329926, 0.19327600300312042, 0.17368130385875702, 0.1650029569864273, 0.1621127724647522, 0.1510583460330963, 0.14693957567214966, 0.14347344636917114, 0.14000605046749115]",0.1400060504674911,620.2038025381044,0
18,18,92,0.0088417294791856,53,9,3,"[226239.015625, 1.0058249235153198, 1.0056264400482178, 1.0053523778915405, 1.004988193511963, 1.0045260190963745, 1.0039547681808472, 1.0032899379730225, 1.0025389194488525]","[0.7343596816062927, 0.7341416478157043, 0.7338277101516724, 0.7334607839584351, 0.7331109046936035, 0.732729434967041, 0.7324691414833069, 0.7319733500480652, 0.7318447828292847]",0.7318447828292847,583.9542364440858,0
18,18,93,0.0020734833419432,42,9,5,"[0.42762938141822815, 0.18036183714866638, 0.11769113689661026, 0.0932091698050499, 0.07451510429382324, 0.06641767174005508, 0.054732657968997955, 0.048645492643117905, 0.044128213077783585]","[0.15871630609035492, 0.08620725572109222, 0.2469688504934311, 0.09106791764497757, 0.06542935967445374, 0.051301367580890656, 0.04980111122131348, 0.06471043825149536, 0.06601331382989883]",0.0498011112213134,647.2321932410123,0
19,19,94,7.371012844462585e-05,19,18,5,"[0.27252283692359924, 0.17305251955986023, 0.13917435705661774, 0.11824079602956772, 0.10380036383867264, 0.09201913326978683, 0.08094604313373566, 0.07255204021930695, 0.06593634933233261, 0.058233652263879776, 0.053010981529951096, 0.04712168499827385, 0.04212329164147377, 0.03812556713819504, 0.0340278260409832, 0.03079104982316494, 0.02789289318025112, 0.024847576394677162]","[0.12412447482347488, 0.10590214282274246, 0.10496566444635391, 0.08404438197612762, 0.08595480024814606, 0.07710293680429459, 0.07117009907960892, 0.07314419001340866, 0.0670894905924797, 0.07136087119579315, 0.06625718623399734, 0.06266897916793823, 0.06891130656003952, 0.06339576095342636, 0.06315762549638748, 0.060973118990659714, 0.0684574618935585, 0.060556598007678986]",0.0605565980076789,1401.8301709590014,0
21,21,95,0.002044185164501,56,5,2,"[0.5164744257926941, 0.32873252034187317, 0.26578789949417114, 0.22892867028713226, 0.15842951834201813]","[0.2467578947544098, 0.24736015498638153, 0.3671661615371704, 0.22693194448947906, 0.17816342413425446]",0.1781634241342544,301.89828604087234,0
16,16,96,0.0008795356491266,50,13,3,"[0.33804842829704285, 0.24552413821220398, 0.13299760222434998, 0.10094459354877472, 0.08132517337799072, 0.06998467445373535, 0.06107698753476143, 0.04862712696194649, 0.04177359491586685, 0.04693102836608887, 0.03263357654213905, 0.03297947347164154, 0.03425532951951027]","[2.7640950679779053, 0.14846494793891907, 0.13907745480537415, 0.08216797560453415, 0.06630408018827438, 0.0798196792602539, 0.06217110529541969, 0.06375985592603683, 0.05366206914186478, 0.06214692443609238, 0.04709872230887413, 0.10604694485664368, 0.050906915217638016]",0.0470987223088741,854.3151651589433,0
22,22,97,0.0040642179064661,27,10,3,"[1.0099687576293945, 1.0005168914794922, 1.0004595518112183, 1.00026273727417, 1.0003392696380615, 1.0005320310592651, 1.0004210472106934, 1.0003783702850342, 1.000443458557129, 1.0004007816314697]","[0.7309130430221558, 0.7308558821678162, 0.7304292917251587, 0.7333967685699463, 0.7345711588859558, 0.7333583831787109, 0.7317935228347778, 0.7356114983558655, 0.7386901378631592, 0.7316194176673889]",0.7304292917251587,689.7843424603343,0
19,19,98,4.56835877349276e-06,32,13,5,"[0.6202989816665649, 0.33997008204460144, 0.2905822992324829, 0.27425822615623474, 0.2636268436908722, 0.254298597574234, 0.24641183018684387, 0.23896561563014984, 0.23206517100334167, 0.2256784737110138, 0.21998946368694305, 0.2143222987651825, 0.20921392738819122]","[0.2688155472278595, 0.19952601194381714, 0.18610763549804688, 0.1759403496980667, 0.16964340209960938, 0.1638171523809433, 0.15871304273605347, 0.15507498383522034, 0.15145833790302277, 0.1502540111541748, 0.1418476551771164, 0.14158636331558228, 0.1467137485742569]",0.1415863633155822,939.4584691375494,0
19,19,99,5.403963611196308e-05,51,16,5,"[0.3450191617012024, 0.22864869236946106, 0.19237752258777618, 0.16720658540725708, 0.15136541426181793, 0.138519287109375, 0.12883387506008148, 0.11980358511209488, 0.11390352994203568, 0.10536424815654755, 0.09974775463342667, 0.09380482882261276, 0.0883042961359024, 0.08367054909467697, 0.0795588418841362, 0.07494769245386124]","[0.1529199779033661, 0.13230963051319122, 0.11466025561094284, 0.10672388970851898, 0.11104460805654526, 0.09615025669336319, 0.09339191019535065, 0.0870058611035347, 0.09252084791660309, 0.08360568434000015, 0.07976944744586945, 0.07586730271577835, 0.07485108077526093, 0.07513736188411713, 0.07011519372463226, 0.07180026918649673]",0.0701151937246322,1122.7305031178985,0
23,23,100,0.0002867851160703,27,11,1,"[0.294199138879776, 0.17098340392112732, 0.13867764174938202, 0.1165393516421318, 0.1018027737736702, 0.09153997898101807, 0.08123142272233963, 0.07159723341464996, 0.06370305269956589, 0.0566626712679863, 0.05150704085826874]","[0.1263962686061859, 0.10312171280384064, 0.08264996111392975, 0.10418054461479187, 0.0850057527422905, 0.08097665011882782, 0.07064232230186462, 0.06945404410362244, 0.07004798948764801, 0.07075030356645584, 0.06901583820581436]",0.0690158382058143,557.6563201826066,0
17,17,101,3.618723570502063e-05,62,11,4,"[0.4276508688926697, 0.28747597336769104, 0.25456881523132324, 0.22992496192455292, 0.20972353219985962, 0.19376592338085175, 0.18066437542438507, 0.16959503293037415, 0.15935228765010834, 0.15160799026489258, 0.1439836472272873]","[0.20812256634235382, 0.1780148446559906, 0.16000834107398987, 0.14035171270370483, 0.19246862828731537, 0.1276504546403885, 0.1583709418773651, 0.13093194365501404, 0.10550864040851593, 0.10597822815179825, 0.10758864879608154]",0.1055086404085159,736.3443738049828,0
20,20,102,3.741322590472584e-06,48,6,4,"[0.7351213693618774, 0.43107059597969055, 0.3510826826095581, 0.3255991041660309, 0.3119482398033142, 0.30230703949928284]","[0.35287606716156006, 0.2513650357723236, 0.22127418220043182, 0.208335280418396, 0.20118966698646545, 0.19606748223304749]",0.1960674822330474,404.2420421229908,0
20,20,103,0.0009499914892651,27,20,4,"[0.3744748830795288, 0.21178525686264038, 0.13247941434383392, 0.10484936833381653, 0.08466751873493195, 0.07149145007133484, 0.06251192837953568, 0.053081899881362915, 0.04645337536931038, 0.044477272778749466, 0.04012260586023331, 0.03607729822397232, 0.03183640167117119, 0.03345118463039398, 0.029995841905474663, 0.03193669766187668, 0.026231281459331512, 0.025586362928152084, 0.023075919598340988, 0.02913404069840908]","[0.21976050734519958, 0.09615466743707657, 0.08796340227127075, 0.08934161067008972, 0.08754728734493256, 0.08194372057914734, 0.05559428408741951, 0.05467981845140457, 0.05283848196268082, 0.07483623921871185, 0.12655694782733917, 0.04838943108916283, 0.04503276199102402, 0.04486699774861336, 0.04446355253458023, 0.04707126319408417, 0.04285098612308502, 0.04726206138730049, 0.04291459918022156, 0.04200015217065811]",0.0420001521706581,1453.242411321029,0
24,24,104,0.0007429504897824,44,11,5,"[0.291619211435318, 0.12868723273277283, 0.08518393337726593, 0.061296965926885605, 0.04738602042198181, 0.03808370977640152, 0.03344468027353287, 0.027412163093686104, 0.025334803387522697, 0.021200064569711685, 0.02059045620262623]","[0.11697829514741898, 0.14262983202934265, 0.05314904451370239, 0.05579984560608864, 0.0564766526222229, 0.045374009758234024, 0.0438728854060173, 0.14990945160388947, 0.07802200317382812, 0.046857912093400955, 0.12164383381605148]",0.0438728854060173,758.592632047832,0
20,20,105,0.00063231941994,44,11,5,"[0.28500276803970337, 0.13076400756835938, 0.08638885617256165, 0.0653306320309639, 0.048838529735803604, 0.03753802180290222, 0.029023829847574234, 0.026504233479499817, 0.02274457737803459, 0.020537858828902245, 0.019568515941500664]","[0.11258818209171295, 0.7440224885940552, 0.0738130584359169, 0.05769596993923187, 0.06924501061439514, 0.04763468727469444, 0.0500667504966259, 0.04183560982346535, 0.03962210193276405, 0.039842765778303146, 0.12604936957359314]",0.039622101932764,787.1621424719924,0
21,21,106,0.0006758470430893,44,11,5,"[0.28791573643684387, 0.12894225120544434, 0.08904595673084259, 0.06364531069993973, 0.04923795908689499, 0.03871612250804901, 0.03256521746516228, 0.027706023305654526, 0.025280915200710297, 0.023933257907629013, 0.02361503802239895]","[0.11817140877246857, 0.16705277562141418, 0.060747262090444565, 0.06022670120000839, 0.04603155329823494, 0.04631999507546425, 0.04682476073503494, 0.04963650926947594, 0.03941735252737999, 0.04142105206847191, 0.03512701764702797]",0.0351270176470279,765.6493015530286,0
18,18,107,0.0006882471269513,45,11,5,"[0.28901758790016174, 0.13001815974712372, 0.0838356763124466, 0.0605807788670063, 0.04603233188390732, 0.037354156374931335, 0.03086559660732746, 0.02805621363222599, 0.024453094229102135, 0.022656353190541267, 0.021634040400385857]","[0.0874706357717514, 0.09499693661928177, 0.09910427033901215, 0.0574677512049675, 0.04489326849579811, 0.045445118099451065, 0.04404960572719574, 0.041527435183525085, 0.04236867278814316, 0.03844887763261795, 0.03711911290884018]",0.0371191129088401,765.085123353987,0
25,25,108,0.0006466469189775,44,11,5,"[0.26763302087783813, 0.1251021772623062, 0.08669590950012207, 0.06306745857000351, 0.04905802756547928, 0.03812815994024277, 0.03486378863453865, 0.028159020468592644, 0.025410998612642288, 0.021719956770539284, 0.020787985995411873]","[0.09872951358556747, 0.1934264898300171, 0.05440296232700348, 0.056291885673999786, 0.049155429005622864, 0.05199122056365013, 0.03930525854229927, 0.04020759463310242, 0.038488902151584625, 0.06989742815494537, 0.03915800526738167]",0.0384889021515846,751.6516250763088,0
21,21,109,0.0006857507718674,44,11,5,"[0.30453482270240784, 0.14153173565864563, 0.09519010037183762, 0.06933310627937317, 0.05308932438492775, 0.04130112752318382, 0.03614724427461624, 0.029065929353237152, 0.028245367109775543, 0.024677982553839684, 0.022516200318932533]","[0.21525892615318298, 0.11103928834199905, 0.07958191633224487, 0.0672164186835289, 0.13565640151500702, 0.045995213091373444, 0.0453314483165741, 0.042157694697380066, 0.04440698400139809, 0.04664481058716774, 0.04513100907206535]",0.04215769469738,788.6454844169784,0
22,22,110,0.0006868487978786,44,11,5,"[0.2892502248287201, 0.12620553374290466, 0.08513046056032181, 0.06019081175327301, 0.043296195566654205, 0.03606245666742325, 0.02899405173957348, 0.026348046958446503, 0.02186555415391922, 0.02115066908299923, 0.019295645877718925]","[0.18557904660701752, 0.07614913582801819, 0.08162816613912582, 0.06697311997413635, 0.0617702454328537, 0.05159832164645195, 0.04500756412744522, 0.04268684983253479, 0.035312455147504807, 0.038098059594631195, 0.045633938163518906]",0.0353124551475048,766.9232466960093,0
19,19,111,0.0008000893754034,44,11,5,"[0.2588304877281189, 0.11024628579616547, 0.07841313630342484, 0.05267655476927757, 0.040838371962308884, 0.034404631704092026, 0.03082231804728508, 0.028679702430963516, 0.025135522708296776, 0.02179880440235138, 0.022824926301836967]","[0.08129450678825378, 0.7588897347450256, 0.05385703220963478, 0.052754901349544525, 0.04236561805009842, 0.0492529533803463, 0.04649399220943451, 0.0483819916844368, 0.04503598064184189, 0.05536267161369324, 0.04066583141684532]",0.0406658314168453,764.0245058370056,0
21,21,112,0.000661794616475,43,11,5,"[0.28365591168403625, 0.20898078382015228, 0.10068465769290924, 0.07503127306699753, 0.057221341878175735, 0.0438314713537693, 0.03574633225798607, 0.030158014968037605, 0.02653031051158905, 0.024993810802698135, 0.021621355786919594]","[9.33764362335205, 0.10883895307779312, 0.09851804375648499, 0.061273179948329926, 0.05066930502653122, 0.04986906051635742, 0.05330369994044304, 0.048378780484199524, 0.050293609499931335, 0.0480598509311676, 0.04548950120806694]",0.0454895012080669,780.2697053495795,0
26,26,113,0.0007485679008292,45,11,5,"[0.31134921312332153, 0.124692402780056, 0.0796760842204094, 0.060908809304237366, 0.04380302131175995, 0.03384656831622124, 0.03041677363216877, 0.026843396946787834, 0.029099754989147186, 0.022614028304815292, 0.019315315410494804]","[0.09474111348390579, 0.06843041628599167, 0.06046098470687866, 0.048145804554224014, 0.04589744284749031, 0.04317183792591095, 0.04521050676703453, 0.039364058524370193, 0.03844252973794937, 0.034637127071619034, 0.03396167606115341]",0.0339616760611534,764.4699203372002,0
22,22,114,0.0006246119430524,45,11,5,"[0.3385767340660095, 0.15745165944099426, 0.10609062016010284, 0.08090820163488388, 0.06360417604446411, 0.05042684078216553, 0.04228603094816208, 0.03459477424621582, 0.028200281783938408, 0.024862239137291908, 0.02165837772190571]","[0.14329169690608978, 0.10642865300178528, 0.06677577644586563, 0.05919225141406059, 0.06290732324123383, 0.0504424162209034, 0.047449637204408646, 0.04602189362049103, 0.052688486874103546, 0.056139517575502396, 0.04566199705004692]",0.0456619970500469,785.6168816429563,0
23,23,115,0.0006573676120218,45,11,5,"[0.28281939029693604, 0.13173602521419525, 0.09037922322750092, 0.06362707912921906, 0.04890836775302887, 0.037873752415180206, 0.032360877841711044, 0.028504421934485435, 0.024406859651207924, 0.0224629957228899, 0.019844423979520798]","[0.09684142470359802, 0.08665020018815994, 0.10394369065761566, 0.057001743465662, 0.04533590003848076, 0.04378790035843849, 0.04334639757871628, 0.04042292758822441, 0.03855685889720917, 0.039950087666511536, 0.03855593875050545]",0.0385559387505054,763.7823394190054,0
20,20,116,0.0006465346172183,46,11,5,"[0.2993394434452057, 0.13816513121128082, 0.0968724936246872, 0.06861751526594162, 0.05124328285455704, 0.03831995651125908, 0.03300212696194649, 0.027690798044204712, 0.02344430983066559, 0.022018572315573692, 0.020046021789312363]","[0.11533556878566742, 0.07372624427080154, 0.06469552963972092, 0.0777813196182251, 0.06007709726691246, 0.04102785885334015, 0.04290216416120529, 0.038057852536439896, 0.04190027341246605, 0.04483070224523544, 0.04034871608018875]",0.0380578525364398,762.1625003919471,0
22,22,117,0.0009147228583351,46,11,5,"[0.2674403488636017, 0.10779207944869995, 0.07725543528795242, 0.05061788484454155, 0.0383574478328228, 0.03435464948415756, 0.03144985809922218, 0.02507370337843895, 0.023605603724718094, 0.023165404796600342, 0.020149772986769676]","[0.08951406180858612, 0.06531915813684464, 0.057263895869255066, 0.045965876430273056, 0.04081514850258827, 0.043729234486818314, 0.039367761462926865, 0.04112909361720085, 0.05298608914017677, 0.04493464156985283, 0.03732661157846451]",0.0373266115784645,758.7130535878241,0
27,27,118,0.0008628387345396,46,11,5,"[0.2873659133911133, 0.126825213432312, 0.0841798186302185, 0.06202162429690361, 0.04602943733334541, 0.03625024855136871, 0.030543891713023186, 0.026968328282237053, 0.02552739903330803, 0.023236621171236038, 0.021366363391280174]","[0.10432863235473633, 0.1182447075843811, 0.05401913449168205, 0.07254846394062042, 0.052428580820560455, 0.040152207016944885, 0.047520387917757034, 0.043269939720630646, 0.04814039170742035, 0.04114557057619095, 0.03636452183127403]",0.036364521831274,759.706815155223,0
23,23,119,0.0009082590465886,45,12,5,"[0.3291296064853668, 0.12463292479515076, 0.08051896840333939, 0.060587722808122635, 0.043978091329336166, 0.035658229142427444, 0.030147751793265343, 0.0264211967587471, 0.027151862159371376, 0.023891452699899673, 0.020949650555849075, 0.019645925611257553]","[0.1812186986207962, 0.08090291917324066, 0.05254048854112625, 0.048358216881752014, 0.05920999497175217, 0.045371249318122864, 0.038254015147686005, 0.039086420089006424, 0.04236893355846405, 0.038502972573041916, 0.03910423442721367, 0.03762403130531311]",0.0376240313053131,850.478243466001,0
24,24,120,0.0008136302349739,46,12,5,"[0.3039261996746063, 0.13146646320819855, 0.0818687230348587, 0.060201797634363174, 0.045435596257448196, 0.03476008027791977, 0.031194431707262993, 0.03322836756706238, 0.027407430112361908, 0.022370412945747375, 0.02088799700140953, 0.018825219944119453]","[0.4372730255126953, 0.14362268149852753, 0.05929446965456009, 0.12026172876358032, 0.04984340816736221, 0.05559277907013893, 0.04749304801225662, 0.07010697573423386, 0.038088832050561905, 0.038785066455602646, 0.04720671474933624, 0.03943398594856262]",0.0380888320505619,829.9640927369474,0
21,21,121,0.0012761454061456,46,12,5,"[0.2945956587791443, 0.11129244416952133, 0.08176819235086441, 0.05253567919135094, 0.046472035348415375, 0.03808923438191414, 0.03246966004371643, 0.02926628477871418, 0.028545597568154335, 0.029054230079054832, 0.02358715608716011, 0.024160293862223625]","[0.10658223181962967, 0.061945680528879166, 0.05135127529501915, 0.04778231307864189, 0.07207093387842178, 0.05520153418183327, 0.03876065835356712, 0.03678649663925171, 0.08404037356376648, 0.03883341699838638, 0.03981408476829529, 0.03840388357639313]",0.0367864966392517,823.9850377290277,0
23,23,122,0.0008467831712477,46,12,5,"[0.28936663269996643, 0.12273930758237839, 0.08191563934087753, 0.05991661176085472, 0.044369108974933624, 0.038551054894924164, 0.03125333786010742, 0.025405148044228554, 0.024363834410905838, 0.022337758913636208, 0.022758934646844864, 0.02231782302260399]","[0.10473933815956116, 0.07449132949113846, 0.0526411347091198, 0.05398107320070267, 0.05927625671029091, 0.04410193860530853, 0.04323199391365051, 0.15583957731723785, 0.03581205755472183, 0.03488095477223396, 0.03648724406957626, 0.03658447787165642]",0.0348809547722339,836.2462539635599,0
28,28,123,0.0012471077972153,46,12,5,"[1.020171046257019, 1.0228952169418335, 1.0003867149353027, 1.0000836849212646, 1.000046730041504, 1.0000954866409302, 1.0001355409622192, 1.0001462697982788, 1.000127911567688, 1.0000818967819214, 1.0001213550567627, 1.0001534223556519]","[0.8474162220954895, 0.7385239005088806, 0.731421947479248, 0.732585072517395, 0.7342315316200256, 0.7349867820739746, 0.7338607907295227, 0.7328748106956482, 0.73199462890625, 0.7334439754486084, 0.7313262224197388, 0.7319869995117188]",0.7313262224197388,829.6623276658356,0
25,25,124,0.0013120096983691,46,12,5,"[0.3525642454624176, 0.12502314150333405, 0.08474747091531754, 0.07553956657648087, 0.049733541905879974, 0.04074117913842201, 0.037780459970235825, 0.03453243523836136, 0.029681216925382614, 0.03502567112445831, 0.029474925249814987, 0.027867617085576057]","[0.09726517647504807, 0.07251467555761337, 0.06415680050849915, 0.052530400454998016, 0.04433721676468849, 0.06861759722232819, 0.06339332461357117, 0.03879651799798012, 0.04396940767765045, 0.0372328981757164, 0.035882893949747086, 0.1763589233160019]",0.035882893949747,832.0282127290266,0
24,24,125,0.0013114938128063,46,12,5,"[0.42968669533729553, 0.16267390549182892, 0.09971778094768524, 0.0727720856666565, 0.05479317903518677, 0.046855565160512924, 0.04636194556951523, 0.03805879130959511, 0.031831469386816025, 0.029324382543563843, 0.029373787343502045, 0.03199276700615883]","[0.1955103576183319, 0.07579845190048218, 0.07294979691505432, 0.06527597457170486, 0.07619673758745193, 0.058117903769016266, 0.046909019351005554, 0.042273636907339096, 0.04342683032155037, 0.04722743108868599, 0.03953239694237709, 0.04002933204174042]",0.039532396942377,856.2555667569395,0
22,22,126,0.001299203330872,46,12,5,"[0.46133285760879517, 0.25455760955810547, 0.1868017613887787, 0.1353331059217453, 0.10797136276960373, 0.08552033454179764, 0.06917226314544678, 0.06504899263381958, 0.053691018372774124, 0.04881566762924194, 0.0426349975168705, 0.039069417864084244]","[0.22472931444644928, 0.15446700155735016, 0.09123069047927856, 0.11828643083572388, 0.06262906640768051, 0.18262681365013123, 0.047041155397892, 0.04734671860933304, 0.14410804212093353, 0.05442821606993675, 0.0494406595826149, 0.052739452570676804]",0.047041155397892,829.3448680309812,0
24,24,127,0.0013327205627101,47,12,5,"[0.30715760588645935, 0.1276632696390152, 0.08947905153036118, 0.06552719324827194, 0.050001438707113266, 0.042115189135074615, 0.037008918821811676, 0.03307320550084114, 0.028801538050174713, 0.02909800410270691, 0.02599504590034485, 0.02336600422859192]","[0.08162184059619904, 0.06865309178829193, 0.07810921967029572, 0.05822743475437164, 0.04791318252682686, 0.06982327997684479, 0.043816953897476196, 0.0442950613796711, 0.054053399711847305, 0.04842257872223854, 0.03911830484867096, 0.04081682860851288]",0.0391183048486709,835.674099303782,0
29,29,128,0.0015477639007753,46,12,5,"[0.7122355103492737, 1.0000941753387451, 1.0001256465911865, 1.0001176595687866, 1.0001639127731323, 1.0001213550567627, 1.0001410245895386, 1.000138282775879, 1.0000942945480347, 1.0001356601715088, 1.0002055168151855, 1.0001413822174072]","[0.7338975667953491, 0.7318306565284729, 0.7320247888565063, 0.7318949103355408, 0.7318391799926758, 0.7323988080024719, 0.7330600619316101, 0.731651246547699, 0.7331593036651611, 0.7333496809005737, 0.7328087687492371, 0.7336441278457642]",0.731651246547699,818.1577938888222,0
26,26,129,0.0016543735507894,47,12,5,"[0.48089826107025146, 0.2125764787197113, 0.13024500012397766, 0.09328776597976685, 0.07016739994287491, 0.05795690789818764, 0.049545299261808395, 0.047257013618946075, 0.04251902922987938, 0.044361554086208344, 0.0371137373149395, 0.03337503597140312]","[0.13030073046684265, 0.11268724501132965, 0.08098462224006653, 0.11593124270439148, 0.08666545152664185, 0.056273289024829865, 0.07023733109235764, 0.054559145122766495, 0.1697039008140564, 0.049421511590480804, 0.04660245403647423, 0.05091310665011406]",0.0466024540364742,832.8628105300013,0
25,25,130,0.0015167017609384,46,12,5,"[0.2899683117866516, 0.11676067858934402, 0.07831208407878876, 0.05943163484334946, 0.04364583641290665, 0.04066368564963341, 0.03673437610268593, 0.039863020181655884, 0.03333958983421326, 0.030526695773005486, 0.025524141266942024, 0.02513129450380802]","[0.7701113224029541, 0.8042256832122803, 0.12509950995445251, 0.15648901462554932, 0.057915039360523224, 0.10244137048721313, 0.0694553330540657, 0.038338351994752884, 0.052132412791252136, 0.033794838935136795, 0.05119263380765915, 0.033003997057676315]",0.0330039970576763,853.9371800250374,0
