,Unnamed: 0,trial,lr,batch_size,epochs,rot_inv,train_loss,val_loss,val_loss_best,tot_time,pruned
56,56,276,0.0006745544935357,28,14,5,"[0.26414594054222107, 0.10785537958145142, 0.07420168817043304, 0.05415119230747223, 0.04074593633413315, 0.036392275243997574, 0.03166193515062332, 0.029460569843649864, 0.027438826858997345, 0.023143965750932693, 0.024842537939548492, 0.020116616040468216, 0.02026333287358284, 0.020092107355594635]","[0.5255084037780762, 0.0612654946744442, 0.057205166667699814, 0.048057861626148224, 0.04393954575061798, 0.045252058655023575, 0.04803181439638138, 0.057805582880973816, 0.03757282346487045, 0.056704092770814896, 0.03556608036160469, 0.035682741552591324, 0.03713672608137131, 0.03239141032099724]",0.0323914103209972,1009.4341575889848,0
54,54,277,0.0011673008898742,28,14,5,"[0.36737215518951416, 1.000132441520691, 1.0001319646835327, 1.0000590085983276, 1.0001243352890015, 1.0001208782196045, 1.000166654586792, 1.000168800354004, 1.0001397132873535, 1.0001674890518188, 1.000126838684082, 1.0001286268234253, 1.0000591278076172, 1.0002199411392212]","[0.7338799834251404, 0.7330835461616516, 0.7334465384483337, 0.73385089635849, 0.7322676777839661, 0.7318675518035889, 0.7323539853096008, 0.731639564037323, 0.7329749464988708, 0.7322174310684204, 0.732454776763916, 0.732713520526886, 0.730417788028717, 0.7325511574745178]",0.730417788028717,1008.3616624791176,0
54,54,278,0.0012093802246132,35,14,5,"[0.28050920367240906, 0.11225644499063492, 0.07599093019962311, 0.05322176590561867, 0.04510221257805824, 0.03788015618920326, 0.03572363778948784, 0.03931692987680435, 0.03057657554745674, 0.0253079105168581, 0.02539481781423092, 0.02565772645175457, 0.02159636840224266, 0.02001791074872017]","[0.12392013520002365, 0.11440929025411606, 0.05012378841638565, 0.048185717314481735, 0.04428257420659065, 0.04167526587843895, 0.04090181738138199, 0.03983459994196892, 0.036185845732688904, 0.03172868862748146, 0.05239835008978844, 0.034299783408641815, 0.034435369074344635, 0.031128576025366783]",0.0311285760253667,1030.009657024988,0
53,53,279,0.0012802757006603,34,14,5,"[0.32516294717788696, 0.1143854632973671, 0.08006472885608673, 0.05659051239490509, 0.04457761347293854, 0.0399712510406971, 0.03939178213477135, 0.036407146602869034, 0.029059574007987976, 0.026974989101290703, 0.025669578462839127, 0.025469044223427773, 0.02264069952070713, 0.022554682567715645]","[0.1045258417725563, 0.061151571571826935, 0.05040630325675011, 0.05603395774960518, 0.18698318302631378, 0.04651707410812378, 0.040563877671957016, 0.03896140679717064, 0.03707541152834892, 0.041040949523448944, 0.03671235218644142, 0.03660169243812561, 0.039007704704999924, 0.041303303092718124]",0.0366016924381256,991.9474556620698,0
59,59,280,0.0008327680214968,35,14,5,"[0.2767048478126526, 0.11574938148260117, 0.08310434222221375, 0.05821768566966057, 0.04394371807575226, 0.035641901195049286, 0.035660576075315475, 0.030111083760857582, 0.028405291959643364, 0.02489558979868889, 0.02331504039466381, 0.02141456864774227, 0.021506192162632942, 0.0210343636572361]","[0.09066595137119293, 0.09784603118896484, 0.08196137100458145, 0.04897044226527214, 0.051567621529102325, 0.04193396866321564, 0.03912072256207466, 0.07175049185752869, 0.03868122026324272, 0.034819263964891434, 0.0360281765460968, 0.04020121321082115, 0.037077274173498154, 0.03234667330980301]",0.032346673309803,994.6870231032372,0
57,57,281,0.0013087610642177,35,14,5,"[0.3053477704524994, 0.10781285166740417, 0.07363632321357727, 0.05804438889026642, 0.049458254128694534, 0.0437125526368618, 0.03787563741207123, 0.035181012004613876, 0.029056770727038383, 0.031503137201070786, 0.029213648289442062, 0.02525833435356617, 0.023714380338788033, 0.026020433753728867]","[0.07936523854732513, 0.10151669383049011, 0.08499378710985184, 0.10926471650600433, 0.03971404954791069, 0.049757085740566254, 0.0645735114812851, 0.04246598109602928, 0.03144096955657005, 0.04161817207932472, 0.0325382724404335, 0.05900002643465996, 0.05256415903568268, 0.032428838312625885]",0.03144096955657,995.9511111660396,0
55,55,282,0.0008436794055711,35,14,5,"[0.3631940186023712, 0.18314769864082336, 0.12653477489948273, 0.09981559216976166, 0.06802289187908173, 0.05349612236022949, 0.0444817990064621, 0.037383634597063065, 0.033009350299835205, 0.02904401533305645, 0.02587568201124668, 0.023062601685523987, 0.02244844287633896, 0.020963672548532486]","[0.16436146199703217, 0.11208463460206985, 0.10723825544118881, 0.05764375999569893, 0.06995529681444168, 0.0673159807920456, 0.04774246737360954, 0.08087015897035599, 0.09085435420274734, 0.044371504336595535, 0.04652636498212814, 0.04134535416960716, 0.04456501081585884, 0.039415132254362106]",0.0394151322543621,994.1272225268184,0
55,55,283,0.0016003979026388,35,14,5,"[0.8207097053527832, 1.000157356262207, 1.000179648399353, 1.0001282691955566, 1.0001542568206787, 1.0001286268234253, 1.0001161098480225, 1.0001709461212158, 1.0001033544540405, 1.0000993013381958, 1.0001275539398193, 1.000146508216858, 1.0001658201217651, 1.0000972747802734]","[0.7318601012229919, 0.7328171730041504, 0.7314333319664001, 0.7311664819717407, 0.730549156665802, 0.733895480632782, 0.7304913997650146, 0.7335187792778015, 0.7354837656021118, 0.7348343133926392, 0.7310242056846619, 0.731103777885437, 0.7312062382698059, 0.7352158427238464]",0.7304913997650146,1015.871975741,0
54,54,284,0.0018842037211442,35,17,5,"[0.32188382744789124, 0.12172633409500122, 0.08139877021312714, 0.06266068667173386, 0.20602482557296753, 0.1855510026216507, 0.15591472387313843, 0.14471837878227234, 0.13295474648475647, 0.12848787009716034, 0.12222656607627869, 0.11795791983604431, 0.11476070433855057, 0.11459286510944366, 0.07214571535587311, 0.060178402811288834, 0.05083562806248665]","[0.10417614132165909, 0.06271346658468246, 0.05823039636015892, 0.06000488996505737, 0.2550075054168701, 0.1372482180595398, 0.1211976483464241, 0.14965572953224182, 0.11839782446622849, 0.10640977323055267, 0.1040535718202591, 0.09145946055650711, 0.10205399990081787, 0.10966457426548004, 0.07107145339250565, 0.056397318840026855, 0.060026705265045166]",0.0563973188400268,1201.4518004580168,0
60,60,285,0.0016712525922821,33,17,5,"[0.7940548658370972, 1.0001933574676514, 1.0001933574676514, 1.0001683235168457, 1.0001589059829712, 1.000206708908081, 1.000191330909729, 1.0002182722091675, 1.0001715421676636, 1.0001263618469238, 1.0001366138458252, 1.0002188682556152, 1.0002267360687256, 1.000227689743042, 1.0001353025436401, 1.000260591506958, 1.0001801252365112]","[0.7301256656646729, 0.7323166728019714, 0.731596827507019, 0.7329035997390747, 0.7321770191192627, 0.7321109771728516, 0.730457603931427, 0.7335728406906128, 0.7322465777397156, 0.7334853410720825, 0.7314666509628296, 0.7321495413780212, 0.7312968373298645, 0.7322901487350464, 0.7311578392982483, 0.7323058843612671, 0.7326076030731201]",0.7301256656646729,1198.499278333038,0
58,58,286,0.0016034040144552,33,14,5,"[0.3671388626098633, 0.15619178116321564, 0.09561961144208908, 0.07365883141756058, 0.05848904699087143, 0.06594456732273102, 0.0470389649271965, 0.0408591665327549, 0.04046240448951721, 0.03676958009600639, 0.0348316915333271, 0.030955949798226357, 0.030191930010914803, 0.030904356390237808]","[0.11140788346529007, 0.10381852835416794, 0.077443428337574, 0.06710367649793625, 0.7801951766014099, 0.05112399160861969, 0.05078205466270447, 0.048434317111968994, 0.04879031330347061, 0.04332177713513374, 0.038006678223609924, 0.04067717865109444, 0.04282355308532715, 0.0375126451253891]",0.0375126451253891,999.1415203320794,0
56,56,287,0.0016615530940082,33,17,5,"[0.2880266606807709, 0.12294548004865646, 0.9508979916572571, 1.0001791715621948, 1.0002002716064453, 1.00020170211792, 1.00015389919281, 1.0001890659332275, 1.0001517534255981, 1.0002604722976685, 1.000182867050171, 1.0001840591430664, 1.0002293586730957, 1.0001366138458252, 1.0001710653305054, 1.0001548528671265, 1.0002447366714478]","[0.20764222741127014, 0.07679709792137146, 0.732109010219574, 0.7328460216522217, 0.7328745722770691, 0.731126070022583, 0.7353762984275818, 0.733340859413147, 0.7307288646697998, 0.7332658767700195, 0.7327773571014404, 0.7325125336647034, 0.7318398356437683, 0.7316932678222656, 0.7318999171257019, 0.7338119149208069, 0.7317761778831482]",0.0767970979213714,1212.8560352176428,0
56,56,288,0.0018558562521186,33,17,5,"[0.36587974429130554, 9.627110481262207, 1.0001580715179443, 1.0002539157867432, 1.0003422498703003, 1.0004348754882812, 1.00052011013031, 1.0005744695663452, 1.001063585281372, 1.0004063844680786, 1.0006121397018433, 1.0006191730499268, 1.0002055168151855, 1.0001249313354492, 1.0001287460327148, 1.0002131462097168, 1.0001792907714844]","[0.1054132729768753, 0.7340231537818909, 0.7320864796638489, 0.7314212322235107, 0.7340949177742004, 0.7330269813537598, 0.7325769066810608, 0.7330800890922546, 0.731894850730896, 0.7360201478004456, 0.733029842376709, 0.7326165437698364, 0.7317348122596741, 0.7313572764396667, 0.733180820941925, 0.7329668402671814, 0.7343428730964661]",0.1054132729768753,1260.576594266924,0
55,55,289,0.0008309222507421,33,14,5,"[0.2863186299800873, 0.32807210087776184, 0.1425207406282425, 0.10096452385187149, 0.07926864176988602, 0.06410879641771317, 0.05457542836666107, 0.046062346547842026, 0.03991430252790451, 0.03579693287611008, 0.03160480037331581, 0.03241916000843048, 0.027798449620604515, 0.02460467629134655]","[10.22721004486084, 0.11503410339355469, 0.08876277506351471, 0.06557869166135788, 0.059659749269485474, 0.051893915981054306, 0.06523049622774124, 0.07354971766471863, 0.07886863499879837, 0.04071648418903351, 0.04131896793842316, 0.03931158035993576, 0.038819242268800735, 0.038268327713012695]",0.0382683277130126,1000.0174010989722,0
61,61,290,0.0008438199186045,33,14,5,"[0.2732570171356201, 0.10838606208562851, 0.07639602571725845, 0.056468624621629715, 0.042436279356479645, 0.03652996942400932, 0.032329168170690536, 0.02597002126276493, 0.03303617611527443, 0.021925637498497963, 0.021301623433828354, 0.023083645850419998, 0.019923493266105652, 0.018220538273453712]","[0.23378467559814453, 0.07803331315517426, 0.06287660449743271, 0.05381076782941818, 0.046509601175785065, 0.06974264234304428, 0.05275775492191315, 0.1941828429698944, 0.03966660052537918, 0.04031694680452347, 0.048593919724226, 0.03424166887998581, 0.035107530653476715, 0.03270326182246208]",0.032703261822462,998.699044264853,0
59,59,291,0.0008575030624123,33,14,5,"[0.2806973159313202, 0.13053001463413239, 0.08231833577156067, 0.06072865054011345, 0.04548400640487671, 0.03848385065793991, 0.03707442805171013, 0.03065848909318447, 0.02863793633878231, 0.027728287503123283, 0.023185065016150475, 0.02233513444662094, 0.020781703293323517, 0.019619246944785118]","[0.17305190861225128, 0.08122634142637253, 0.05972643569111824, 0.05916807800531387, 0.05524051934480667, 0.052982013672590256, 0.039731089025735855, 0.040573835372924805, 0.0662001445889473, 0.03565264865756035, 0.037201110273599625, 0.03730149194598198, 0.03923685476183891, 0.04928098991513252]",0.0356526486575603,1000.3364826079924,0
57,57,292,0.0008125930160069,27,14,5,"[0.29712310433387756, 0.1079123243689537, 0.07483772933483124, 0.05145319551229477, 0.044972799718379974, 0.03436850383877754, 0.030569439753890038, 0.031636159867048264, 0.02557462267577648, 0.02279045432806015, 0.02436470426619053, 0.02259359136223793, 0.020590266212821007, 0.01731259934604168]","[0.08101782947778702, 0.09613358229398727, 0.06360072642564774, 0.05224496126174927, 0.053815629333257675, 0.05057511106133461, 0.040435634553432465, 0.03372175991535187, 0.0328255333006382, 0.03227712959051132, 0.03327334672212601, 0.029945731163024902, 0.04117201268672943, 0.029676206409931183]",0.0296762064099311,1025.9049958884716,0
57,57,293,0.0008253202610489,27,14,5,"[0.32170435786247253, 0.12150674313306808, 0.08468907326459885, 0.06453581899404526, 0.04950510710477829, 0.044233378022909164, 0.0358368456363678, 0.03115386888384819, 0.030275989323854446, 0.030085982754826546, 0.0266026109457016, 0.022480282932519913, 0.023223698139190674, 0.02319285273551941]","[0.09679662436246872, 0.06961381435394287, 0.05864126235246658, 0.049594003707170486, 0.05256933718919754, 0.043126631528139114, 0.04204433411359787, 0.04142829775810242, 0.03519100323319435, 0.036053504794836044, 0.037079717963933945, 0.04100649803876877, 0.03452044725418091, 0.039778757840394974]",0.0345204472541809,1071.4996204470517,0
56,56,294,0.0011745103562974,27,14,5,"[0.3192256987094879, 0.11379573494195938, 0.07940182089805603, 0.057335495948791504, 0.047603730112314224, 0.04574095085263252, 0.03790321201086044, 0.031960710883140564, 0.029895229265093803, 0.03164666146039963, 0.03180829435586929, 0.02736721746623516, 0.026081210002303123, 0.02220659889280796]","[0.10265088826417923, 0.06860743463039398, 0.05905505269765854, 0.05857826769351959, 0.052855733782052994, 0.04522879421710968, 0.11680334806442261, 0.04620150849223137, 0.04048203304409981, 0.05394997447729111, 0.03816121444106102, 0.034499913454055786, 0.037533797323703766, 0.032849814742803574]",0.0328498147428035,1025.309380860068,0
62,62,295,0.0011617237080587,27,14,5,"[0.2956688702106476, 0.11387863755226135, 0.08378060162067413, 0.05724082142114639, 0.05555867403745651, 0.04961065948009491, 0.037161972373723984, 0.03678854927420616, 0.031762413680553436, 0.0309218131005764, 0.03120756708085537, 0.026577571406960487, 0.027897704392671585, 0.024846477434039116]","[0.08698426187038422, 0.0762067660689354, 0.05324137955904007, 0.049000781029462814, 0.04753248393535614, 0.05363360047340393, 0.10217376053333282, 0.04445300251245499, 0.037219349294900894, 0.040932830423116684, 0.04453287273645401, 0.04406809061765671, 0.040878601372241974, 0.03201274201273918]",0.0320127420127391,1010.8873751834036,0
60,60,296,0.0011601675036946,30,14,5,"[0.39183494448661804, 0.16219912469387054, 0.10438772290945053, 0.0809096246957779, 0.0638609454035759, 0.05695203319191933, 0.04988192766904831, 0.05295984819531441, 0.04227154329419136, 0.037608399987220764, 0.03759431093931198, 0.03275641053915024, 0.03508225828409195, 0.031141892075538635]","[0.2736564874649048, 0.07199817895889282, 0.09200814366340637, 0.05502329766750336, 0.05606762319803238, 0.07157362252473831, 0.04790501296520233, 0.05087558180093765, 0.04595433175563812, 0.04406748712062836, 0.043098680675029755, 0.043404720723629, 0.036889754235744476, 0.06499883532524109]",0.0368897542357444,1009.6943226400764,0
58,58,297,0.0006568833351736,25,14,5,"[0.2652219235897064, 0.1183496043086052, 0.07492917776107788, 0.05624457448720932, 0.041839271783828735, 0.036405500024557114, 0.03133530542254448, 0.028819385915994644, 0.023770863190293312, 0.022489015012979507, 0.021958744153380394, 0.01983894780278206, 0.01838882826268673, 0.017980962991714478]","[0.10994157940149307, 0.07513824850320816, 0.05216427892446518, 0.050242308527231216, 0.046265363693237305, 0.039626769721508026, 0.044198647141456604, 0.03691078722476959, 0.04283621907234192, 0.03284450247883797, 0.03786587342619896, 0.033299770206213, 0.029265986755490303, 0.03332102298736572]",0.0292659867554903,1040.1074218321592,0
58,58,298,0.0006139014360453,27,14,5,"[0.31988802552223206, 0.12785989046096802, 0.08380907773971558, 0.06050912290811539, 0.04651935026049614, 0.03838854283094406, 0.033022310584783554, 0.027906203642487526, 0.026211947202682495, 0.022263387218117714, 0.02116071805357933, 0.019594356417655945, 0.019295157864689827, 0.016314273700118065]","[0.1257108747959137, 0.06688254326581955, 0.05972202122211456, 0.06415172666311264, 0.042677924036979675, 0.04087527096271515, 0.04329364374279976, 0.035357940942049026, 0.0372968427836895, 0.039913274347782135, 0.035117775201797485, 0.03500887751579285, 0.03550046309828758, 0.03771671652793884]",0.0350088775157928,1074.209131723037,0
57,57,299,0.0006677628107827,29,13,5,"[0.2738756239414215, 0.1235094964504242, 0.08484368026256561, 0.06175723671913147, 0.05067483335733414, 0.04134359210729599, 0.034984443336725235, 0.03287733346223831, 0.02926882915198803, 0.026299072429537773, 0.023411644622683525, 0.02096237614750862, 0.019250312820076942]","[0.1013413518667221, 0.1074652448296547, 0.07941845804452896, 0.05583749711513519, 0.04918718338012695, 0.04897117614746094, 0.055625736713409424, 0.045095205307006836, 0.041595619171857834, 0.04274620860815048, 0.04127908870577812, 0.04008942469954491, 0.03790590912103653]",0.0379059091210365,936.9098689609672,0
63,63,300,0.0006738315343203,26,13,5,"[0.30049464106559753, 0.16105280816555023, 0.09171821177005768, 0.06718306243419647, 0.0502823106944561, 0.042248863726854324, 0.0340927354991436, 0.02913079969584942, 0.028783215209841728, 0.025110995396971703, 0.020780140534043312, 0.021057061851024628, 0.0208415724337101]","[0.8128068447113037, 0.0669655054807663, 0.10083603858947754, 0.05055740475654602, 0.06841543316841125, 0.061324555426836014, 0.04486456885933876, 0.054449986666440964, 0.05534708872437477, 0.09868237376213074, 0.03597352281212807, 0.047960065305233, 0.03545515611767769]",0.0354551561176776,960.195628065616,0
61,61,301,0.0006501844822788,25,13,5,"[0.2702086567878723, 0.12122322618961334, 0.08295439928770065, 0.058930639177560806, 0.046776894479990005, 0.03657599538564682, 0.030197355896234512, 0.028805401176214218, 0.026040397584438324, 0.02584749087691307, 0.024069219827651978, 0.01979770138859749, 0.018974119797348976]","[0.10814774036407471, 0.0830187201499939, 0.05633154511451721, 0.0869368389248848, 0.045437682420015335, 0.05342588946223259, 0.07924198359251022, 0.03867737203836441, 0.03630984574556351, 0.05245126411318779, 0.04046895354986191, 0.03383079543709755, 0.03246523067355156]",0.0324652306735515,958.0003489960218,0
59,59,302,0.0005843717308595,25,13,5,"[0.2515246272087097, 0.11064413189888, 0.07426345348358154, 0.05403986573219299, 0.043283525854349136, 0.033907175064086914, 0.029975147917866707, 0.026758328080177307, 0.02429281733930111, 0.02333834022283554, 0.021120181307196617, 0.017732564359903336, 0.019139723852276802]","[0.10232435166835785, 0.09314750880002975, 0.05098290741443634, 0.09845458716154099, 0.04085051640868187, 0.0419265553355217, 0.0710996612906456, 0.034212369471788406, 0.04053253307938576, 0.0625101700425148, 0.03507872670888901, 0.03189463168382645, 0.03177865594625473]",0.0317786559462547,953.9644504208118,0
59,59,303,0.0004649780482604,24,13,5,"[0.2495555728673935, 0.11409448832273483, 0.07812472432851791, 0.056637249886989594, 0.043316420167684555, 0.03528553992509842, 0.029889822006225586, 0.02546541392803192, 0.022632025182247162, 0.02148727886378765, 0.01854517124593258, 0.01819494552910328, 0.015830902382731438]","[0.11253265291452408, 0.06706594675779343, 0.06569039076566696, 0.054412540048360825, 0.04526878520846367, 0.04159991815686226, 0.06317223608493805, 0.04034914821386337, 0.035049229860305786, 0.04009580239653587, 0.041413892060518265, 0.034733038395643234, 0.03345700725913048]",0.0334570072591304,1021.8101503060898,0
58,58,304,0.000519586722647,23,14,5,"[0.25401532649993896, 0.12137092649936676, 0.08480522781610489, 0.0610700361430645, 0.04949035868048668, 0.038154661655426025, 0.030838919803500175, 0.027636315673589706, 0.025639580562710762, 0.022024143487215042, 0.021871116012334824, 0.019252818077802658, 0.01886010356247425, 0.016598030924797058]","[0.10635332018136978, 0.07364415377378464, 0.057767707854509354, 0.05135910585522652, 0.10437317192554474, 0.042390089482069016, 0.049625545740127563, 0.03898311033844948, 0.04320121929049492, 0.03808657452464104, 0.03731261193752289, 0.03186924010515213, 0.035247430205345154, 0.032318320125341415]",0.0318692401051521,1052.9740857479628,0
64,64,305,0.0004085372444815,25,14,5,"[0.25981584191322327, 0.12469714879989624, 0.08603198081254959, 0.06459672003984451, 0.04772570729255676, 0.038671959191560745, 0.030367478728294373, 0.02583571895956993, 0.022881528362631798, 0.02258145622909069, 0.01886174827814102, 0.01716896891593933, 0.014960827305912971, 0.014490282163023949]","[0.09828773140907288, 0.08238182961940765, 0.06099804490804672, 0.05441295728087425, 0.04490681737661362, 0.04444721341133118, 0.04535840451717377, 0.04087759926915169, 0.03805254027247429, 0.04331187158823013, 0.03644806146621704, 0.03321678563952446, 0.035529278218746185, 0.03332943841814995]",0.0332167856395244,1039.5996267274022,0
62,62,306,0.0004967044474214,25,14,5,"[0.2501625418663025, 0.1150885745882988, 0.07879635691642761, 0.059094518423080444, 0.04312318190932274, 0.03292414918541908, 0.028243428096175194, 0.025674790143966675, 0.022443493828177452, 0.021283861249685287, 0.019198426976799965, 0.01881374605000019, 0.01593899540603161, 0.015556191094219685]","[0.09044542163610458, 0.06813807040452957, 0.05458079278469086, 0.05802212283015251, 0.04629501327872276, 0.03963750973343849, 0.05273617431521416, 0.04561694338917732, 0.033539872616529465, 0.033907368779182434, 0.038445014506578445, 0.0368364043533802, 0.03238813579082489, 0.041702885180711746]",0.0323881357908248,1042.0778731449973,0
60,60,307,0.0004676963939708,22,14,5,"[0.25040584802627563, 0.10780590027570724, 0.07005253434181213, 0.05334106832742691, 0.04136834666132927, 0.03321397304534912, 0.028694428503513336, 0.023252854123711586, 0.023408764973282814, 0.020631093531847, 0.02050163410604, 0.01789776422083378, 0.01708878204226494, 0.01496382150799036]","[0.49462777376174927, 0.07174670696258545, 0.04888945817947388, 0.04978707432746887, 0.05094852298498154, 0.04440898075699806, 0.037934836000204086, 0.041499171406030655, 0.034986045211553574, 0.032900724560022354, 0.03180701658129692, 0.034281324595212936, 0.03753022477030754, 0.03112817369401455]",0.0311281736940145,1051.2841537054628,0
60,60,308,0.0005358235856363,34,14,5,"[0.28121083974838257, 0.13296827673912048, 0.09376929700374603, 0.0666995719075203, 0.0510869063436985, 0.040456373244524, 0.03408345207571983, 0.029336215928196907, 0.0257223229855299, 0.02364417165517807, 0.02103543095290661, 0.018626326695084572, 0.017648497596383095, 0.016586540266871452]","[0.10223119705915451, 0.15145477652549744, 0.0676538273692131, 0.04950321838259697, 0.05816764757037163, 0.0479707270860672, 0.0482439324259758, 0.041930459439754486, 0.0434451550245285, 0.04037139192223549, 0.0387706458568573, 0.037572816014289856, 0.037715423852205276, 0.03629101440310478]",0.0362910144031047,1029.4895871930055,0
59,59,309,0.0007893143119787,37,14,5,"[0.2748356759548187, 0.12403669953346252, 0.08289238065481186, 0.06088170036673546, 0.04797210916876793, 0.03854484483599663, 0.03381122276186943, 0.03047829493880272, 0.028527669608592987, 0.02414398081600666, 0.022803565487265587, 0.0213156845420599, 0.02202180027961731, 0.01784607768058777]","[0.0970076322555542, 0.06942809373140335, 0.051776375621557236, 0.04933541268110275, 0.052965763956308365, 0.05357513576745987, 0.04843917116522789, 0.04507967084646225, 0.038437679409980774, 0.039376433938741684, 0.04118092730641365, 0.034513141959905624, 0.04046250134706497, 0.03435587137937546]",0.0343558713793754,983.6871317230398,0
65,65,310,0.0007648966049366,37,15,5,"[0.529890775680542, 0.1789608895778656, 0.10616940259933472, 0.0778883770108223, 0.05951477959752083, 0.048461996018886566, 0.039312370121479034, 0.035883910953998566, 0.030472049489617348, 0.025741245597600937, 0.02662798762321472, 0.02327033132314682, 0.021625040099024773, 0.019310100004076958, 0.017830409109592438]","[0.24289344251155853, 0.07983708381652832, 0.06120697781443596, 0.08394008129835129, 0.06258577108383179, 0.047037508338689804, 0.04573683813214302, 0.040464848279953, 0.0487588532269001, 0.05158461257815361, 0.03922945633530617, 0.039083220064640045, 0.03856624290347099, 0.03340425714850426, 0.03962678834795952]",0.0334042571485042,1057.9371648170054,0
63,63,311,0.0007625042150442,37,18,5,"[0.27837109565734863, 0.11982248723506927, 0.0810902789235115, 0.05719559267163277, 0.04455185681581497, 0.03396899253129959, 0.03152182325720787, 0.027045875787734985, 0.022347336634993553, 0.020647987723350525, 0.021270684897899628, 0.019224757328629494, 0.01774403266608715, 0.01664247177541256, 0.016159413382411003, 0.014471648260951042, 0.013185663148760796, 0.0145103232935071]","[0.11343839764595032, 0.06299544125795364, 0.05699598789215088, 0.04681526497006416, 0.0461399182677269, 0.051079489290714264, 0.04441362991929054, 0.04289072006940842, 0.043757468461990356, 0.039539776742458344, 0.043707527220249176, 0.03697015717625618, 0.0355856828391552, 0.03295109421014786, 0.03259020671248436, 0.03152639418840408, 0.035796575248241425, 0.035105664283037186]",0.031526394188404,1269.3842876619892,0
61,61,312,0.0007689481965259,37,15,5,"[0.2775309681892395, 0.11418700963258743, 0.08101622760295868, 0.060031384229660034, 0.046334344893693924, 0.0366877056658268, 0.029973424971103668, 0.027030449360609055, 0.028068453073501587, 0.023306798189878464, 0.020969565957784653, 0.01859206333756447, 0.018405403941869736, 0.017264774069190025, 0.016650252044200897]","[0.0811169296503067, 0.06164438650012016, 0.05184086784720421, 0.063560850918293, 0.042951565235853195, 0.06214577704668045, 0.046004969626665115, 0.055172186344861984, 0.03838500753045082, 0.04167842119932175, 0.04036007449030876, 0.03667057678103447, 0.03887207806110382, 0.03536619991064072, 0.0358743891119957]",0.0353661999106407,1051.004473078996,0
61,61,313,0.0007320188972956,23,15,5,"[0.2542903423309326, 0.10461248457431793, 0.07412589341402054, 0.05234716832637787, 0.04562311992049217, 0.038612477481365204, 0.032718487083911896, 0.0324673056602478, 0.029338372871279716, 0.025910260155797005, 0.023014329373836517, 0.021780868992209435, 0.021657152101397514, 0.02035955898463726, 0.01844039559364319]","[0.18346939980983734, 0.055975448340177536, 0.06589490175247192, 0.04370661452412605, 0.040366463363170624, 0.042173705995082855, 0.047065578401088715, 0.041525110602378845, 0.03564554080367088, 0.03266872093081474, 0.030937712639570236, 0.038230203092098236, 0.03269769251346588, 0.03217880427837372, 0.037336789071559906]",0.0309377126395702,1193.8959754690295,0
60,60,314,0.0006992962936641,21,15,5,"[0.2695761024951935, 0.11825769394636154, 0.07944852858781815, 0.06140389293432236, 0.05002913996577263, 0.042018815875053406, 0.036234453320503235, 0.03375651687383652, 0.028979500755667686, 0.027325840666890144, 0.02421874925494194, 0.022192809730768204, 0.020649651065468788, 0.01942877285182476, 0.021238645538687706]","[0.10234656184911728, 0.07798400521278381, 0.05750850588083267, 0.05277081951498985, 0.054002270102500916, 0.08175249397754669, 0.04571197181940079, 0.04032726213335991, 0.04540072754025459, 0.0872240886092186, 0.039842113852500916, 0.0330314114689827, 0.032304637134075165, 0.03475787118077278, 0.03515840694308281]",0.0323046371340751,1143.8897549880205,0
66,66,315,0.0007659594413261,21,15,5,"[0.2432645559310913, 0.10370083898305893, 0.07539954036474228, 0.06136608496308327, 0.04345621541142464, 0.038929373025894165, 0.03380638360977173, 0.031251776963472366, 0.029666990041732788, 0.02765423245728016, 0.02402602881193161, 0.023382069543004036, 0.023796766996383667, 0.020300300791859627, 0.018470952287316322]","[0.08402317017316818, 0.06883545219898224, 0.05914800614118576, 0.06571878492832184, 0.04015045240521431, 0.04316037520766258, 0.04334238916635513, 0.03647422045469284, 0.04240831732749939, 0.0374353751540184, 0.03103630617260933, 0.044593606144189835, 0.032765597105026245, 0.03174801170825958, 0.033459801226854324]",0.0310363061726093,1139.6611566320062,0
64,64,316,0.0006038664203294,32,15,5,"[0.2633083462715149, 0.1353885680437088, 0.09269654005765915, 0.07140641659498215, 0.05469820275902748, 0.04458528012037277, 0.0373319648206234, 0.031960394233465195, 0.02950083278119564, 0.0256026778370142, 0.024713482707738876, 0.021218115463852882, 0.02010522224009037, 0.0186382494866848, 0.01691274158656597]","[0.2927350699901581, 0.09594222158193588, 0.06758037209510803, 0.05811918154358864, 0.05973687395453453, 0.050206709653139114, 0.05497273802757263, 0.04662421718239784, 0.0566524937748909, 0.03949480131268501, 0.035841405391693115, 0.04523325338959694, 0.03485855832695961, 0.03440268337726593, 0.032930612564086914]",0.0329306125640869,1078.00619056297,0
62,62,317,0.0009462388953689,22,15,5,"[0.2593037784099579, 0.10509652644395828, 0.07143052667379379, 0.052749671041965485, 0.04540702700614929, 0.042920514941215515, 0.035622961819171906, 0.0355428047478199, 0.02947722002863884, 0.02819589339196682, 0.026351140812039375, 0.027294306084513664, 0.02463008090853691, 0.02092961221933365, 0.022240152582526207]","[0.09771482646465302, 0.0754958838224411, 0.07734239101409912, 0.04789091274142265, 0.04479841887950897, 0.04166165739297867, 0.03989186882972717, 0.041127484291791916, 0.03514453396201134, 0.04137777164578438, 0.0388171561062336, 0.03771696984767914, 0.03399675711989403, 0.03397141396999359, 0.04002879932522774]",0.0339714139699935,1127.6859236583114,0
