,trial,lr,batch_size,epochs,rot_inv,train_loss,val_loss,val_loss_best,tot_time,pruned
0,4,0.00019465052309383177,48,16,5,"[0.2940937280654907, 0.16922760009765625, 0.13131603598594666, 0.10619063675403595, 0.09114859253168106, 0.07556910067796707, 0.06504958122968674, 0.05617402866482735, 0.04757949709892273, 0.041348058730363846, 0.035549379885196686, 0.031671829521656036, 0.027385178953409195, 0.02369930036365986, 0.021230097860097885, 0.019629454240202904]","[0.1432894468307495, 0.12970368564128876, 0.08596377074718475, 0.09611784666776657, 0.07020346075296402, 0.06952624768018723, 0.09392084181308746, 0.06510796397924423, 0.0712917372584343, 0.059082720428705215, 0.08577475696802139, 0.057074613869190216, 0.06268227100372314, 0.06194101646542549, 0.05442381650209427, 0.05315173789858818]",0.05315173789858818,1113.1750351265073,0
1,9,1.4065017676838593e-05,64,11,2,"[0.49893900752067566, 0.3102995455265045, 0.29084858298301697, 0.27624914050102234, 0.26383885741233826, 0.2530464231967926, 0.24332748353481293, 0.23408812284469604, 0.22625799477100372, 0.2190239429473877, 0.2137734442949295]","[0.2510966658592224, 0.19198060035705566, 0.22379212081432343, 0.17969466745853424, 0.1679740995168686, 0.17162173986434937, 0.16407136619091034, 0.20719976723194122, 0.14663560688495636, 0.17892520129680634, 0.14574657380580902]",0.14574657380580902,659.5419798884541,0
2,15,0.0007332058327555949,26,5,1,"[0.30660873651504517, 0.1746339499950409, 0.13583187758922577, 0.11382851004600525, 0.09836751222610474]","[0.19017089903354645, 0.10173838585615158, 0.08617343008518219, 0.09701409190893173, 0.0931587964296341]",0.08617343008518219,257.14178611524403,0
3,17,2.573856795754714e-05,63,7,3,"[0.4425773322582245, 0.297296404838562, 0.27297818660736084, 0.2531583309173584, 0.2362082302570343, 0.21939529478549957, 0.20702722668647766]","[0.20298372209072113, 0.181047260761261, 0.16783614456653595, 0.15895366668701172, 0.1446562558412552, 0.1377284824848175, 0.1318008303642273]",0.1318008303642273,447.3306880425662,0
4,20,1.0922498322450422e-05,29,9,2,"[0.4442834258079529, 0.3116600513458252, 0.29093021154403687, 0.2743769884109497, 0.25838732719421387, 0.24599437415599823, 0.2355814129114151, 0.2260109782218933, 0.21786293387413025]","[0.21524028480052948, 0.20226198434829712, 0.1819300651550293, 0.17244498431682587, 0.16509568691253662, 0.16214001178741455, 0.15374670922756195, 0.15119874477386475, 0.14064309000968933]",0.14064309000968933,567.1186132412404,0
5,23,0.003587977306881713,18,6,3,"[1.0323625802993774, 1.0002758502960205, 1.000435471534729, 1.0003376007080078, 1.0004335641860962, 1.0003799200057983]","[0.7308127284049988, 0.7330102324485779, 0.7316673398017883, 0.7427252531051636, 0.7305793166160583, 0.730008602142334]",0.730008602142334,440.0625793915242,0
6,27,1.6383728146813473e-06,42,5,1,"[0.9007100462913513, 0.6032183170318604, 0.44787129759788513, 0.39697301387786865, 0.37280386686325073]","[0.5198573470115662, 0.3277255892753601, 0.26637113094329834, 0.24506264925003052, 0.23315870761871338]",0.23315870761871338,248.25225806981325,0
7,29,2.700673202277313e-06,49,18,4,"[0.7846701145172119, 0.4918998181819916, 0.38998621702194214, 0.3508005738258362, 0.33144453167915344, 0.3189728558063507, 0.31046509742736816, 0.30287837982177734, 0.29624342918395996, 0.29101330041885376, 0.286045104265213, 0.28168585896492004, 0.27741608023643494, 0.2731115520000458, 0.2694319188594818, 0.26564186811447144, 0.26218512654304504, 0.25869426131248474]","[0.40511345863342285, 0.2894458770751953, 0.24617880582809448, 0.2277083694934845, 0.21701903641223907, 0.20896746218204498, 0.20021848380565643, 0.1956292986869812, 0.1905536949634552, 0.18703418970108032, 0.18388178944587708, 0.1803862601518631, 0.17771586775779724, 0.17981809377670288, 0.17303544282913208, 0.17097632586956024, 0.17005611956119537, 0.16810333728790283]",0.16810333728790283,1190.3738159611821,0
8,36,8.859896428596207e-06,42,17,1,"[0.5043209791183472, 0.32035261392593384, 0.2947008013725281, 0.2761843502521515, 0.26226362586021423, 0.2522532045841217, 0.24362415075302124, 0.23586198687553406, 0.22991320490837097, 0.22435550391674042, 0.21893687546253204, 0.21440823376178741, 0.21009333431720734, 0.2065795361995697, 0.20202626287937164, 0.19912070035934448, 0.19571688771247864]","[0.22069421410560608, 0.20976725220680237, 0.18299232423305511, 0.17605142295360565, 0.1632835417985916, 0.1607600897550583, 0.16294559836387634, 0.15034160017967224, 0.15021540224552155, 0.14333555102348328, 0.1429651528596878, 0.13900718092918396, 0.13639093935489655, 0.13626155257225037, 0.13434547185897827, 0.12959308922290802, 0.1302190124988556]",0.12959308922290802,838.2032762486488,0
9,40,1.8922761314073397e-05,27,8,3,"[0.4116278290748596, 0.2961790859699249, 0.2730892300605774, 0.2531721293926239, 0.2354317456483841, 0.2205929160118103, 0.20744828879833221, 0.1950450986623764]","[0.2011435627937317, 0.19584707915782928, 0.1703716665506363, 0.16486230492591858, 0.14597971737384796, 0.13961389660835266, 0.13204628229141235, 0.12754884362220764]",0.12754884362220764,553.5047307163477,0
10,44,0.004593134752257536,21,12,2,"[1.0129988193511963, 1.0005277395248413, 1.0006024837493896, 1.0005967617034912, 1.0003834962844849, 1.0006413459777832, 1.0005990266799927, 1.000573754310608, 1.0005302429199219, 1.000605821609497, 1.0006566047668457, 1.0004531145095825]","[0.732265293598175, 0.730600118637085, 0.7309978008270264, 0.7320968508720398, 0.730867862701416, 0.7300947308540344, 0.7303193211555481, 0.7310030460357666, 0.733147919178009, 0.7335532307624817, 0.7327437400817871, 0.7339562177658081]",0.7300947308540344,781.3837597910315,0
11,49,4.1661232481064215e-06,43,14,2,"[0.7190622091293335, 0.372854620218277, 0.3276609778404236, 0.3132128417491913, 0.3037532866001129, 0.2965029776096344, 0.2903679609298706, 0.28471824526786804, 0.2801792025566101, 0.27552393078804016, 0.2708685100078583, 0.2666070759296417, 0.2622300982475281, 0.25827446579933167]","[0.2926650643348694, 0.2245674431324005, 0.21966154873371124, 0.20455284416675568, 0.1963842362165451, 0.19335344433784485, 0.18792596459388733, 0.18532335758209229, 0.1809263974428177, 0.17781107127666473, 0.17508216202259064, 0.1720084249973297, 0.17070291936397552, 0.1663927435874939]",0.1663927435874939,853.8878922108561,0
12,54,3.925717044365918e-06,49,12,1,"[0.7454002499580383, 0.4220239818096161, 0.36328136920928955, 0.34055912494659424, 0.32514816522598267, 0.31281089782714844, 0.3021857440471649, 0.2933580279350281, 0.28556951880455017, 0.27921679615974426, 0.27287086844444275, 0.26778456568717957]","[0.34336432814598083, 0.2467195689678192, 0.22827163338661194, 0.21658729016780853, 0.2094281166791916, 0.20294491946697235, 0.19513525068759918, 0.18928445875644684, 0.19013485312461853, 0.1852027326822281, 0.17820191383361816, 0.17325450479984283]",0.17325450479984283,588.5416420251131,0
13,56,2.0242565191456123e-06,24,8,2,"[0.7780225872993469, 0.4473417401313782, 0.3615212142467499, 0.3347800672054291, 0.32186663150787354, 0.3138871490955353, 0.30756378173828125, 0.30249252915382385]","[0.3696487247943878, 0.253495454788208, 0.22936372458934784, 0.21488402783870697, 0.2080848217010498, 0.20355026423931122, 0.1989070177078247, 0.19645196199417114]",0.19645196199417114,514.3339040726423,0
14,60,8.09135955590488e-05,31,5,3,"[0.3305002748966217, 0.2321862131357193, 0.18256592750549316, 0.15271368622779846, 0.1322370320558548]","[0.17439714074134827, 0.13440123200416565, 0.11807134747505188, 0.104957714676857, 0.09953276067972183]",0.09953276067972183,341.79842841625214,0
15,63,0.0005618470980056266,59,11,5,"[0.3131561577320099, 0.15598613023757935, 0.10903476923704147, 0.08144264668226242, 0.06098460778594017, 0.049545783549547195, 0.039407409727573395, 0.03185594081878662, 0.02671121060848236, 0.023893272504210472, 0.021547820419073105]","[0.4865811765193939, 0.07946018874645233, 0.08855973929166794, 0.0600026473402977, 0.05886970832943916, 0.05689041316509247, 0.0756872221827507, 0.054440245032310486, 0.04435563459992409, 0.04213711991906166, 0.043964795768260956]",0.04213711991906166,743.398230066523,0
