,trial,lr,batch_size,epochs,rot_inv,train_loss,val_loss,val_loss_best,tot_time,pruned
0,412,0.0005406025749292868,24,18,5,"[0.2478104829788208, 0.11512742191553116, 0.07960120588541031, 0.055723633617162704, 0.04372507706284523, 0.03471579775214195, 0.030419154092669487, 0.028121493756771088, 0.02665969729423523, 0.022845128551125526, 0.025339554995298386, 0.0190084557980299, 0.018374519422650337, 0.018280507996678352, 0.017427342012524605, 0.01610574871301651, 0.014782270416617393, 0.013942624442279339]","[0.13404728472232819, 0.06491243094205856, 0.05837629735469818, 0.05120726674795151, 0.04554404690861702, 0.11323964595794678, 0.0422661192715168, 0.06165772303938866, 0.04032314568758011, 0.21678973734378815, 0.034476060420274734, 0.031177237629890442, 0.032122980803251266, 0.03546476364135742, 0.03317749872803688, 0.03653045743703842, 0.031198715791106224, 0.031403250992298126]",0.031177237629890442,1363.958821864915,0
1,416,0.0005160122937416405,25,18,5,"[0.27081677317619324, 0.1194486916065216, 0.08231471478939056, 0.05765862762928009, 0.04688084498047829, 0.035229917615652084, 0.030098963528871536, 0.026374822482466698, 0.024032631888985634, 0.021858710795640945, 0.01971191167831421, 0.018764622509479523, 0.01798105426132679, 0.017089610919356346, 0.01534962747246027, 0.015400642529129982, 0.014341707341372967, 0.013791408389806747]","[0.12061052024364471, 0.09548293799161911, 0.05785069987177849, 0.04313034564256668, 0.04608115181326866, 0.04821550101041794, 0.04568367078900337, 0.03882313519716263, 0.03806673362851143, 0.038520026952028275, 0.035768136382102966, 0.035853032022714615, 0.034186821430921555, 0.03295334056019783, 0.03794342279434204, 0.03262171149253845, 0.034320931881666183, 0.03460504487156868]",0.03262171149253845,1348.9139784839936,0
2,421,0.0003350660960579056,22,20,5,"[0.2565596401691437, 0.1293909102678299, 0.09525857865810394, 0.07228640466928482, 0.05617835372686386, 0.04350165277719498, 0.03721410036087036, 0.031798575073480606, 0.028380978852510452, 0.023130513727664948, 0.022087326273322105, 0.019292687997221947, 0.01821340247988701, 0.01566816121339798, 0.014989596791565418, 0.014950531534850597, 0.012542462907731533, 0.01257324405014515, 0.012328136712312698, 0.011453461833298206]","[0.12526851892471313, 0.0954926460981369, 0.06826550513505936, 0.05500722676515579, 0.05859007313847542, 0.050947800278663635, 0.18015237152576447, 0.045303307473659515, 0.044916268438100815, 0.050825897604227066, 0.03852556645870209, 0.044862180948257446, 0.04028993099927902, 0.0382683239877224, 0.04445269703865051, 0.03667013347148895, 0.037444159388542175, 0.038676656782627106, 0.037068337202072144, 0.034741830080747604]",0.034741830080747604,1545.2653989440296,0
3,427,0.0004569158901501633,22,18,5,"[0.2507255971431732, 0.11591507494449615, 0.08016606420278549, 0.05901503562927246, 0.04396534711122513, 0.036064378917217255, 0.029835263267159462, 0.027645867317914963, 0.023520823568105698, 0.02288018725812435, 0.020997243002057076, 0.018433941528201103, 0.017738888040184975, 0.016701074317097664, 0.014513046480715275, 0.014595633372664452, 0.013291370123624802, 0.012634278275072575]","[0.09356830269098282, 0.07046946883201599, 0.06437434256076813, 0.05469876155257225, 0.05067901685833931, 0.04254676774144173, 0.03752626106142998, 0.0492432564496994, 0.04834433272480965, 0.03505657613277435, 0.046426478773355484, 0.03258213773369789, 0.03081449307501316, 0.03629270941019058, 0.0311606302857399, 0.03111998178064823, 0.03439948335289955, 0.02859988994896412]",0.02859988994896412,1378.41484415601,0
4,432,0.00042502329021125776,20,18,5,"[0.2535567283630371, 0.1195916160941124, 0.07598523050546646, 0.056498751044273376, 0.04387832432985306, 0.03553687408566475, 0.031015776097774506, 0.026336785405874252, 0.024887198582291603, 0.0219727735966444, 0.019608819857239723, 0.018353808671236038, 0.01823960244655609, 0.017048921436071396, 0.015112065710127354, 0.014456605538725853, 0.015258762054145336, 0.013028671965003014]","[0.09104029089212418, 0.06785352528095245, 0.08858202397823334, 0.048039861023426056, 0.04332999140024185, 0.045754190534353256, 0.0420934334397316, 0.04150989651679993, 0.03327644616365433, 0.0334937758743763, 0.03335442766547203, 0.035326410084962845, 0.030449314042925835, 0.03295550495386124, 0.03898713365197182, 0.048291269689798355, 0.03100757673382759, 0.03346443176269531]",0.030449314042925835,1409.6541673030006,0
5,437,0.0004983839931333846,21,18,5,"[0.2483772486448288, 0.11353394389152527, 0.07864146679639816, 0.05666790157556534, 0.044323697686195374, 0.03918974846601486, 0.03273418918251991, 0.028716132044792175, 0.024915577843785286, 0.02324700728058815, 0.020690016448497772, 0.01823543757200241, 0.017304372042417526, 0.017221253365278244, 0.015162563882768154, 0.013751350343227386, 0.014381653629243374, 0.014364850707352161]","[0.09178490191698074, 0.06329087167978287, 0.05880262330174446, 0.05586014688014984, 0.041261449456214905, 0.07267987728118896, 0.03891609236598015, 0.04268992319703102, 0.0388190932571888, 0.03565792366862297, 0.03572013974189758, 0.03125961124897003, 0.033322203904390335, 0.0453200489282608, 0.02993307076394558, 0.030726343393325806, 0.029730796813964844, 0.028682736679911613]",0.028682736679911613,1385.0672253530938,0
6,442,0.0005514421638087365,22,17,5,"[0.23699726164340973, 0.11101552098989487, 0.07719873636960983, 0.05391266569495201, 0.044086746871471405, 0.03610091656446457, 0.031826138496398926, 0.028775695711374283, 0.02676955983042717, 0.025130338966846466, 0.021912598982453346, 0.020874962210655212, 0.020241569727659225, 0.019539745524525642, 0.01773318648338318, 0.01679481938481331, 0.014475584961473942]","[0.09607046842575073, 0.10462623834609985, 0.09016463160514832, 0.07332302629947662, 0.051810186356306076, 0.045415692031383514, 0.04057321697473526, 0.048560481518507004, 0.08256013691425323, 0.040070775896310806, 0.03888804093003273, 0.03474286571145058, 0.036557309329509735, 0.03593066707253456, 0.03882262855768204, 0.038252174854278564, 0.03581906482577324]",0.03474286571145058,1292.9505892059533,0
7,446,0.00030576469628393457,21,17,5,"[0.26255860924720764, 0.13050343096256256, 0.08963711559772491, 0.06773242354393005, 0.051981594413518906, 0.04005490615963936, 0.032956235110759735, 0.028779974207282066, 0.02461973950266838, 0.021455692127346992, 0.019555915147066116, 0.01799553819000721, 0.017140880227088928, 0.01587204448878765, 0.014239612966775894, 0.01359605323523283, 0.013254893943667412]","[0.09531819075345993, 0.0692487508058548, 0.05840698629617691, 0.05685078352689743, 0.05344126373529434, 0.0472872368991375, 0.04783746600151062, 0.039801839739084244, 0.03949462249875069, 0.0377187542617321, 0.036835893988609314, 0.036178793758153915, 0.040630754083395004, 0.03259022533893585, 0.0352187305688858, 0.0322454497218132, 0.03200572356581688]",0.03200572356581688,1315.6139776890632,0
