,trial,lr,batch_size,epochs,rot_inv,train_loss,val_loss,val_loss_best,tot_time,pruned
10,61,0.00021641282162741462,61,20,2,"[0.329272598028183, 0.21586190164089203, 0.16267117857933044, 0.13617703318595886, 0.11792275309562683, 0.1052679568529129, 0.09451253712177277, 0.08690792322158813, 0.07928036898374557, 0.07199801504611969, 0.0636991411447525, 0.05904456600546837, 0.052753906697034836, 0.04865598306059837, 0.04321708530187607, 0.038655251264572144, 0.03481082618236542, 0.03190942108631134, 0.02956388145685196, 0.026199419051408768]","[0.15894779562950134, 0.2578234076499939, 0.10176759958267212, 0.10787852108478546, 0.0820486918091774, 0.07735927402973175, 0.13215813040733337, 0.07348757237195969, 0.07920563220977783, 0.077721506357193, 0.06887350231409073, 0.07429036498069763, 0.07492583245038986, 0.06961439549922943, 0.06872119009494781, 0.06399638205766678, 0.06897137314081192, 0.06844399124383926, 0.06605264544487, 0.0644756332039833]",0.06399638205766678,1203.569646320073,0
11,67,1.6645461529390286e-06,22,13,2,"[0.7832597494125366, 0.45139843225479126, 0.37398838996887207, 0.3515574336051941, 0.33940446376800537, 0.33109429478645325, 0.32399722933769226, 0.3187546133995056, 0.3138803243637085, 0.3094698488712311, 0.3051638603210449, 0.30120131373405457, 0.29733237624168396]","[0.36909544467926025, 0.2573564648628235, 0.23654146492481232, 0.22505919635295868, 0.21823135018348694, 0.21422624588012695, 0.20861715078353882, 0.2047651708126068, 0.20196488499641418, 0.20009981095790863, 0.19771356880664825, 0.1923823356628418, 0.19001832604408264]",0.19001832604408264,850.463606631034,0
12,73,8.675203737117744e-05,50,6,4,"[0.37028568983078003, 0.24291560053825378, 0.1990421861410141, 0.16782109439373016, 0.1475781500339508, 0.1308578997850418]","[0.18860767781734467, 0.14965702593326569, 0.12261658906936646, 0.10990027338266373, 0.10574635863304138, 0.09598513692617416]",0.09598513692617416,407.01774797192775,0
13,76,0.00011363286095040709,16,12,4,"[0.2902901768684387, 0.17330707609653473, 0.13018570840358734, 0.10961497575044632, 0.0917191430926323, 0.07843386381864548, 0.06809952855110168, 0.05920951068401337, 0.05024799704551697, 0.04448804631829262, 0.03873158246278763, 0.03436771780252457]","[0.16827808320522308, 0.09764555841684341, 0.09291831403970718, 0.07780299335718155, 0.08124658465385437, 0.06993835419416428, 0.06805039197206497, 0.06753921508789062, 0.06057576835155487, 0.059794653207063675, 0.06495194882154465, 0.06611909717321396]",0.059794653207063675,938.3152012459468,0
14,82,1.3385850936589438e-06,36,20,2,"[0.9296579360961914, 0.6751430630683899, 0.48088690638542175, 0.40683513879776, 0.37305188179016113, 0.3543965816497803, 0.34293192625045776, 0.334122896194458, 0.32701346278190613, 0.32181113958358765, 0.317159503698349, 0.31323564052581787, 0.3099178373813629, 0.3065538704395294, 0.3034924268722534, 0.3007461428642273, 0.29832595586776733, 0.2956952452659607, 0.29331451654434204, 0.2913467586040497]","[0.5956628918647766, 0.3948725759983063, 0.2998659610748291, 0.26184073090553284, 0.24273556470870972, 0.2316303253173828, 0.22432389855384827, 0.21774554252624512, 0.21352499723434448, 0.20972275733947754, 0.2073880434036255, 0.20614735782146454, 0.2022980898618698, 0.2010660171508789, 0.1975262612104416, 0.1954450160264969, 0.19428090751171112, 0.19214192032814026, 0.19000889360904694, 0.18901227414608002]",0.18901227414608002,1241.8753035640111,0
15,87,4.364172389458984e-05,34,19,2,"[0.3412872552871704, 0.24986782670021057, 0.21329253911972046, 0.1895798146724701, 0.17135804891586304, 0.1589990109205246, 0.14820970594882965, 0.13734182715415955, 0.1297493278980255, 0.12261779606342316, 0.11608359217643738, 0.11084679514169693, 0.1052386611700058, 0.10138556361198425, 0.09670136868953705, 0.09289915859699249, 0.08819355070590973, 0.08564958721399307, 0.08161716908216476]","[0.17209169268608093, 0.153537318110466, 0.12320210039615631, 0.1140093207359314, 0.1097567081451416, 0.11342007666826248, 0.09731027483940125, 0.09397222846746445, 0.09446374326944351, 0.09006759524345398, 0.09432343393564224, 0.08576573431491852, 0.0947607010602951, 0.08717802166938782, 0.08777779340744019, 0.08006341010332108, 0.08085900545120239, 0.0859290137887001, 0.07573138922452927]",0.07573138922452927,1182.973849428934,0
16,96,0.0008795356491266995,50,13,3,"[0.33804842829704285, 0.24552413821220398, 0.13299760222434998, 0.10094459354877472, 0.08132517337799072, 0.06998467445373535, 0.06107698753476143, 0.04862712696194649, 0.04177359491586685, 0.04693102836608887, 0.03263357654213905, 0.03297947347164154, 0.03425532951951027]","[2.7640950679779053, 0.14846494793891907, 0.13907745480537415, 0.08216797560453415, 0.06630408018827438, 0.0798196792602539, 0.06217110529541969, 0.06375985592603683, 0.05366206914186478, 0.06214692443609238, 0.04709872230887413, 0.10604694485664368, 0.050906915217638016]",0.04709872230887413,854.3151651589433,0
17,101,3.618723570502063e-05,62,11,4,"[0.4276508688926697, 0.28747597336769104, 0.25456881523132324, 0.22992496192455292, 0.20972353219985962, 0.19376592338085175, 0.18066437542438507, 0.16959503293037415, 0.15935228765010834, 0.15160799026489258, 0.1439836472272873]","[0.20812256634235382, 0.1780148446559906, 0.16000834107398987, 0.14035171270370483, 0.19246862828731537, 0.1276504546403885, 0.1583709418773651, 0.13093194365501404, 0.10550864040851593, 0.10597822815179825, 0.10758864879608154]",0.10550864040851593,736.3443738049828,0
18,107,0.0006882471269513931,45,11,5,"[0.28901758790016174, 0.13001815974712372, 0.0838356763124466, 0.0605807788670063, 0.04603233188390732, 0.037354156374931335, 0.03086559660732746, 0.02805621363222599, 0.024453094229102135, 0.022656353190541267, 0.021634040400385857]","[0.0874706357717514, 0.09499693661928177, 0.09910427033901215, 0.0574677512049675, 0.04489326849579811, 0.045445118099451065, 0.04404960572719574, 0.041527435183525085, 0.04236867278814316, 0.03844887763261795, 0.03711911290884018]",0.03711911290884018,765.085123353987,0
19,111,0.0008000893754034169,44,11,5,"[0.2588304877281189, 0.11024628579616547, 0.07841313630342484, 0.05267655476927757, 0.040838371962308884, 0.034404631704092026, 0.03082231804728508, 0.028679702430963516, 0.025135522708296776, 0.02179880440235138, 0.022824926301836967]","[0.08129450678825378, 0.7588897347450256, 0.05385703220963478, 0.052754901349544525, 0.04236561805009842, 0.0492529533803463, 0.04649399220943451, 0.0483819916844368, 0.04503598064184189, 0.05536267161369324, 0.04066583141684532]",0.04066583141684532,764.0245058370056,0
20,116,0.0006465346172183486,46,11,5,"[0.2993394434452057, 0.13816513121128082, 0.0968724936246872, 0.06861751526594162, 0.05124328285455704, 0.03831995651125908, 0.03300212696194649, 0.027690798044204712, 0.02344430983066559, 0.022018572315573692, 0.020046021789312363]","[0.11533556878566742, 0.07372624427080154, 0.06469552963972092, 0.0777813196182251, 0.06007709726691246, 0.04102785885334015, 0.04290216416120529, 0.038057852536439896, 0.04190027341246605, 0.04483070224523544, 0.04034871608018875]",0.038057852536439896,762.1625003919471,0
21,121,0.001276145406145692,46,12,5,"[0.2945956587791443, 0.11129244416952133, 0.08176819235086441, 0.05253567919135094, 0.046472035348415375, 0.03808923438191414, 0.03246966004371643, 0.02926628477871418, 0.028545597568154335, 0.029054230079054832, 0.02358715608716011, 0.024160293862223625]","[0.10658223181962967, 0.061945680528879166, 0.05135127529501915, 0.04778231307864189, 0.07207093387842178, 0.05520153418183327, 0.03876065835356712, 0.03678649663925171, 0.08404037356376648, 0.03883341699838638, 0.03981408476829529, 0.03840388357639313]",0.03678649663925171,823.9850377290277,0
22,126,0.001299203330872079,46,12,5,"[0.46133285760879517, 0.25455760955810547, 0.1868017613887787, 0.1353331059217453, 0.10797136276960373, 0.08552033454179764, 0.06917226314544678, 0.06504899263381958, 0.053691018372774124, 0.04881566762924194, 0.0426349975168705, 0.039069417864084244]","[0.22472931444644928, 0.15446700155735016, 0.09123069047927856, 0.11828643083572388, 0.06262906640768051, 0.18262681365013123, 0.047041155397892, 0.04734671860933304, 0.14410804212093353, 0.05442821606993675, 0.0494406595826149, 0.052739452570676804]",0.047041155397892,829.3448680309812,0
23,131,0.0016629732417547543,47,12,5,"[0.41904452443122864, 0.16266989707946777, 0.1084102988243103, 0.08106444031000137, 0.06651944667100906, 0.05567683279514313, 0.05228821560740471, 0.04601598158478737, 0.04058033972978592, 0.03656674176454544, 0.03546827659010887, 0.03179500252008438]","[0.13122186064720154, 0.08128699660301208, 0.06254680454730988, 0.06831788271665573, 0.05634913221001625, 0.05619430169463158, 0.052314214408397675, 0.05634727701544762, 0.05030451714992523, 0.04335942491889, 0.04020904004573822, 0.041306786239147186]",0.04020904004573822,825.5427959080553,0
24,136,0.0010154661480551827,41,13,5,"[0.30137863755226135, 0.12254378199577332, 0.0790998786687851, 0.057802148163318634, 0.04676712304353714, 0.03808905556797981, 0.03386012464761734, 0.0406220369040966, 0.030237047001719475, 0.023606782779097557, 0.02202313207089901, 0.02307169884443283, 0.02521764487028122]","[0.09009946882724762, 0.07097187638282776, 0.06758001446723938, 0.05401419475674629, 0.046273328363895416, 0.04712385684251785, 0.045521389693021774, 0.04037819802761078, 0.03634084016084671, 0.03904320299625397, 0.03827425092458725, 0.04026594012975693, 0.0441010557115078]",0.03634084016084671,909.4164831580129,0
25,141,0.002457425816492393,41,13,5,"[1.0046429634094238, 1.000260353088379, 1.0000044107437134, 1.0001423358917236, 1.0001912117004395, 1.0002628564834595, 1.0003150701522827, 1.0002533197402954, 1.0001181364059448, 1.0003790855407715, 1.000190019607544, 1.000194787979126, 1.0002268552780151]","[0.7308212518692017, 0.7322390079498291, 0.7369241118431091, 0.7344456315040588, 0.7318559885025024, 0.7316906452178955, 0.7316316962242126, 0.7328793406486511, 0.7372182607650757, 0.7320858836174011, 0.7313575744628906, 0.7332110404968262, 0.7323868274688721]",0.7308212518692017,910.5041551459581,0
26,146,0.0009087420381822304,42,12,5,"[0.280040979385376, 0.11358258873224258, 0.07759985327720642, 0.05314907059073448, 0.043014127761125565, 0.03605503961443901, 0.034686483442783356, 0.028236908838152885, 0.026954669505357742, 0.028181111440062523, 0.020765123888850212, 0.018736036494374275]","[0.07956620305776596, 0.08434360474348068, 0.052830033004283905, 0.048190534114837646, 0.04373939335346222, 0.04180516302585602, 0.04017313942313194, 0.0420340895652771, 0.040004413574934006, 0.038203224539756775, 0.0344783179461956, 0.04493739828467369]",0.0344783179461956,841.9348004850326,0
27,151,0.0017639400645338373,43,12,5,"[0.4311869442462921, 0.169370636343956, 0.11449383199214935, 0.07955598831176758, 0.06503190100193024, 0.06950419396162033, 0.04972708225250244, 0.0452149473130703, 0.04099467396736145, 0.04006065055727959, 0.03778722509741783, 0.06141123175621033]","[0.1821374148130417, 0.1359955221414566, 0.05924833193421364, 0.05968133360147476, 1.6926515102386475, 0.050985194742679596, 0.051435165107250214, 0.1518438309431076, 0.05259723216295242, 0.10330799967050552, 0.04690710827708244, 0.04543868079781532]",0.04543868079781532,837.6195872260723,0
28,156,0.001152553314600322,42,14,5,"[0.34967008233070374, 0.1423289179801941, 0.09943554550409317, 0.07522974908351898, 0.05504024773836136, 0.04676027595996857, 0.03959863260388374, 0.035855717957019806, 0.03240837901830673, 0.03075043298304081, 0.028720345348119736, 0.028192149475216866, 0.025217371061444283, 0.02199794538319111]","[0.1062949076294899, 0.14686979353427887, 0.10606072843074799, 0.05690949410200119, 0.048170872032642365, 0.0530812107026577, 0.04696120694279671, 0.04344511404633522, 0.049528900533914566, 0.054685890674591064, 0.04478390887379646, 0.04089440777897835, 0.04533099755644798, 0.052568770945072174]",0.04089440777897835,973.797127297963,0
29,161,0.0013418661467131789,39,15,5,"[0.8350046277046204, 1.0001311302185059, 1.0000909566879272, 1.000148057937622, 1.0000941753387451, 1.0001176595687866, 1.0001364946365356, 1.0001170635223389, 1.0001108646392822, 1.0001155138015747, 1.0001670122146606, 1.0001887083053589, 1.0000604391098022, 1.0000187158584595, 1.0000362396240234]","[0.7321625351905823, 0.7322542667388916, 0.7305664420127869, 0.7320002317428589, 0.7321860790252686, 0.731417179107666, 0.7322553992271423, 0.7326375842094421, 0.7324459552764893, 0.7336374521255493, 0.7325968742370605, 0.7316513657569885, 0.7310814261436462, 0.7307916879653931, 0.7319384217262268]",0.7305664420127869,1056.4104805849493,0
30,166,0.0009049163439981141,36,14,5,"[0.25869089365005493, 0.11527644842863083, 0.07857096195220947, 0.05651848763227463, 0.04602820798754692, 0.03849443048238754, 0.035411227494478226, 0.03263876587152481, 0.0301813967525959, 0.02855852246284485, 0.025933144614100456, 0.022099817171692848, 0.022904014214873314, 0.020408544689416885]","[0.12550342082977295, 0.08025285601615906, 0.08907131850719452, 0.05258984863758087, 0.045740656554698944, 0.052835118025541306, 0.04350826516747475, 0.039125487208366394, 0.0393022745847702, 0.042728133499622345, 0.03611338511109352, 0.05648123845458031, 0.033146932721138, 0.14821463823318481]",0.033146932721138,992.8351622879272,0
31,171,0.0005348290808065535,37,15,5,"[0.278402179479599, 0.12609565258026123, 0.09036748856306076, 0.06646911054849625, 0.05083226040005684, 0.03903799504041672, 0.031580667942762375, 0.028385262936353683, 0.025119023397564888, 0.025266321375966072, 0.021733932197093964, 0.018984690308570862, 0.01716003753244877, 0.016626423224806786, 0.01664094254374504]","[0.37247979640960693, 0.13565541803836823, 0.07124923169612885, 0.06761997938156128, 0.057831667363643646, 0.04312340170145035, 0.04467228427529335, 0.04214463755488396, 0.04834183678030968, 0.042769163846969604, 0.03896292299032211, 0.04143472760915756, 0.04313467815518379, 0.03528883308172226, 0.03642044961452484]",0.03528883308172226,1061.5242738870438,0
32,176,0.0007718649236920244,36,14,5,"[0.2756747305393219, 0.11311051994562149, 0.07292283326387405, 0.05395834520459175, 0.039921846240758896, 0.03869609534740448, 0.028466101735830307, 0.02620706893503666, 0.025564707815647125, 0.02443266287446022, 0.020826246589422226, 0.022914061322808266, 0.01868809200823307, 0.015489952638745308]","[0.08242044597864151, 0.0680784285068512, 0.06416307389736176, 0.04886838421225548, 0.09097126871347427, 0.04059799760580063, 0.03935796022415161, 0.04229901731014252, 0.03733214735984802, 0.03173567354679108, 0.035819415003061295, 0.0345575250685215, 0.03143618628382683, 0.028122780844569206]",0.028122780844569206,995.198605397949,0
33,181,0.0008383248736262147,35,14,5,"[0.29912230372428894, 0.12656964361667633, 0.0841803178191185, 0.06438927352428436, 0.049392811954021454, 0.03947952389717102, 0.03324403986334801, 0.02999456226825714, 0.02652163617312908, 0.023676563054323196, 0.02187238074839115, 0.020090721547603607, 0.022349445149302483, 0.01898840442299843]","[0.10417560487985611, 0.10577688366174698, 0.05478402599692345, 0.05442262068390846, 0.0801873579621315, 0.06483717262744904, 0.04269459471106529, 0.042863793671131134, 0.04445398226380348, 0.044759973883628845, 0.037344079464673996, 0.039376307278871536, 0.04225257784128189, 0.038980890065431595]",0.037344079464673996,995.3416709740413,0
34,186,0.0005572137446298581,36,15,5,"[0.2890171706676483, 0.12974050641059875, 0.09297822415828705, 0.0643811821937561, 0.0480368472635746, 0.03863110765814781, 0.03189597278833389, 0.027255211025476456, 0.024549132212996483, 0.022234953939914703, 0.019846901297569275, 0.019056590273976326, 0.01793774962425232, 0.016750816255807877, 0.015596918761730194]","[0.10145781189203262, 1.816053867340088, 0.05804911628365517, 0.05243513360619545, 0.052162665873765945, 0.06461964547634125, 0.04069104418158531, 0.04271857813000679, 0.040397174656391144, 0.04054272174835205, 0.035363394767045975, 0.03412270545959473, 0.03509136289358139, 0.03335971385240555, 0.08025237172842026]",0.03335971385240555,1054.767199270078,0
35,191,0.0005670700313695977,33,15,5,"[0.26270875334739685, 0.1221582442522049, 0.08423880487680435, 0.06234758347272873, 0.047022994607686996, 0.03655487298965454, 0.03146454319357872, 0.027745846658945084, 0.023755427449941635, 0.024319345131516457, 0.02072276920080185, 0.01893536001443863, 0.017554637044668198, 0.01597013510763645, 0.015725431963801384]","[0.09481332451105118, 0.07199527323246002, 0.05672525241971016, 0.06749994307756424, 0.04921070486307144, 0.10001538693904877, 0.060644544661045074, 0.03873789682984352, 0.04787500202655792, 0.03816768899559975, 0.038879815489053726, 0.0386994443833828, 0.03932406008243561, 0.03322808817028999, 0.03478953614830971]",0.03322808817028999,1072.1669985449407,0
36,196,0.00046673164862877104,38,16,5,"[0.2954977750778198, 0.14635059237480164, 0.10525219142436981, 0.08168675750494003, 0.06781860440969467, 0.04939442127943039, 0.0393744632601738, 0.033885177224874496, 0.02865605801343918, 0.024342963472008705, 0.021732168272137642, 0.02072983980178833, 0.018277641385793686, 0.01653222367167473, 0.015919135883450508, 0.015234189108014107]","[0.11206308752298355, 0.10092199593782425, 0.07860185205936432, 0.0674850270152092, 0.05489273741841316, 0.049871575087308884, 0.05276774615049362, 0.05321817100048065, 0.04698055237531662, 0.045202478766441345, 0.04272365942597389, 0.04163043200969696, 0.03784572333097458, 0.03877824917435646, 0.03920891508460045, 0.03966764733195305]",0.03784572333097458,1135.1171992340824,0
37,201,0.0007208895786574679,36,14,5,"[0.28903427720069885, 0.11214739084243774, 0.07779780775308609, 0.05717412382364273, 0.04493369534611702, 0.043829258531332016, 0.030909929424524307, 0.025816481560468674, 0.026835035532712936, 0.02083461731672287, 0.02004002407193184, 0.019591908901929855, 0.01813551038503647, 0.016071630641818047]","[0.44521820545196533, 0.07608265429735184, 0.059613171964883804, 0.08119736611843109, 0.22579845786094666, 0.045790400356054306, 0.03515665978193283, 0.03547632694244385, 0.038267482072114944, 0.044977519661188126, 0.04074765741825104, 0.032723478972911835, 0.035439763218164444, 0.06377182900905609]",0.032723478972911835,985.7920739001129,0
38,206,0.000996427572863551,34,15,5,"[0.27261555194854736, 0.10619329661130905, 0.07291539013385773, 0.05410529300570488, 0.04431803897023201, 0.04131796583533287, 0.03300094977021217, 0.029537895694375038, 0.03167713060975075, 0.025006912648677826, 0.02216443233191967, 0.02410888671875, 0.02083081193268299, 0.019560497254133224, 0.01946544088423252]","[0.09643780440092087, 0.05850595235824585, 0.1314416378736496, 0.05242474749684334, 0.056446872651576996, 0.06668992340564728, 0.037790071219205856, 0.03511543199419975, 0.03267016261816025, 0.1280498504638672, 0.03744615241885185, 0.03381529077887535, 0.03192981705069542, 0.035120170563459396, 0.03250407427549362]",0.03192981705069542,1047.9548984250287,0
39,211,0.0010056434039265102,32,15,5,"[0.2872743010520935, 0.12772978842258453, 0.07685337960720062, 0.05723700299859047, 0.04251890257000923, 0.039323996752500534, 0.035061318427324295, 0.02840704657137394, 0.026446938514709473, 0.024662593379616737, 0.022287633270025253, 0.021426431834697723, 0.019877202808856964, 0.01989450864493847, 0.016868529841303825]","[0.1249900534749031, 0.06839702278375626, 0.0711049884557724, 0.07669191807508469, 0.04519427940249443, 0.05575046315789223, 0.044913291931152344, 0.0427081398665905, 0.0380820669233799, 0.039554860442876816, 0.032637953758239746, 0.032585833221673965, 0.07857748121023178, 0.031268294900655746, 0.03501654043793678]",0.031268294900655746,1067.3116911030374,0
40,216,0.0010021614658038002,32,15,5,"[0.29287055134773254, 0.17091330885887146, 0.09233503043651581, 0.06726586818695068, 0.054691381752491, 0.04543114826083183, 0.04025400057435036, 0.03486642986536026, 0.03202258422970772, 0.028499042615294456, 0.028140168637037277, 0.02462908998131752, 0.023377936333417892, 0.023086920380592346, 0.021139422431588173]","[0.21732798218727112, 0.07105815410614014, 0.06280375272035599, 0.05224239453673363, 0.0472617968916893, 0.04888281971216202, 0.04608062654733658, 0.04061799496412277, 0.041988302022218704, 0.03630110248923302, 0.039339665323495865, 0.03592800348997116, 0.08103523403406143, 0.033206693828105927, 0.0348384864628315]",0.033206693828105927,1072.7087708319305,0
41,220,0.0007098565881850089,31,15,5,"[0.26434001326560974, 0.12313903868198395, 0.08098973333835602, 0.06443648040294647, 0.04665255546569824, 0.03719649463891983, 0.03338273987174034, 0.028797676786780357, 0.025847647339105606, 0.023526405915617943, 0.02229647897183895, 0.019650842994451523, 0.019178804010152817, 0.01884157583117485, 0.017658807337284088]","[0.18201495707035065, 0.07190850377082825, 0.06308653205633163, 0.04713581129908562, 0.04912831634283066, 0.040891554206609726, 0.04929063469171524, 0.04182877764105797, 0.03423907980322838, 0.03282523900270462, 0.035498008131980896, 0.04039152339100838, 0.0350814126431942, 0.0312870554625988, 0.03211929649114609]",0.0312870554625988,1061.6937918810872,0
42,225,0.001304634914989352,31,15,5,"[0.39833781123161316, 0.14289137721061707, 0.09404544532299042, 0.06748387217521667, 0.05513117462396622, 0.04750014841556549, 0.043863680213689804, 0.037960804998874664, 0.0364721305668354, 0.03317759558558464, 0.0341169498860836, 0.028616197407245636, 0.03649938479065895, 0.023894652724266052, 0.023158865049481392]","[0.12858660519123077, 0.08309395611286163, 0.057325735688209534, 0.0755230188369751, 0.04936714097857475, 0.10564268380403519, 0.042850326746702194, 0.04134512320160866, 0.04504888877272606, 0.04662080481648445, 0.03934066742658615, 0.04466501623392105, 0.038216669112443924, 0.04023190215229988, 0.034891337156295776]",0.034891337156295776,1063.3681674619438,0
