,trial,lr,batch_size,epochs,rot_inv,train_loss,val_loss,val_loss_best,tot_time,pruned
20,103,0.000949991489265182,27,20,4,"[0.3744748830795288, 0.21178525686264038, 0.13247941434383392, 0.10484936833381653, 0.08466751873493195, 0.07149145007133484, 0.06251192837953568, 0.053081899881362915, 0.04645337536931038, 0.044477272778749466, 0.04012260586023331, 0.03607729822397232, 0.03183640167117119, 0.03345118463039398, 0.029995841905474663, 0.03193669766187668, 0.026231281459331512, 0.025586362928152084, 0.023075919598340988, 0.02913404069840908]","[0.21976050734519958, 0.09615466743707657, 0.08796340227127075, 0.08934161067008972, 0.08754728734493256, 0.08194372057914734, 0.05559428408741951, 0.05467981845140457, 0.05283848196268082, 0.07483623921871185, 0.12655694782733917, 0.04838943108916283, 0.04503276199102402, 0.04486699774861336, 0.04446355253458023, 0.04707126319408417, 0.04285098612308502, 0.04726206138730049, 0.04291459918022156, 0.04200015217065811]",0.04200015217065811,1453.242411321029,0
21,112,0.0006617946164750775,43,11,5,"[0.28365591168403625, 0.20898078382015228, 0.10068465769290924, 0.07503127306699753, 0.057221341878175735, 0.0438314713537693, 0.03574633225798607, 0.030158014968037605, 0.02653031051158905, 0.024993810802698135, 0.021621355786919594]","[9.33764362335205, 0.10883895307779312, 0.09851804375648499, 0.061273179948329926, 0.05066930502653122, 0.04986906051635742, 0.05330369994044304, 0.048378780484199524, 0.050293609499931335, 0.0480598509311676, 0.04548950120806694]",0.04548950120806694,780.2697053495795,0
22,117,0.0009147228583351052,46,11,5,"[0.2674403488636017, 0.10779207944869995, 0.07725543528795242, 0.05061788484454155, 0.0383574478328228, 0.03435464948415756, 0.03144985809922218, 0.02507370337843895, 0.023605603724718094, 0.023165404796600342, 0.020149772986769676]","[0.08951406180858612, 0.06531915813684464, 0.057263895869255066, 0.045965876430273056, 0.04081514850258827, 0.043729234486818314, 0.039367761462926865, 0.04112909361720085, 0.05298608914017677, 0.04493464156985283, 0.03732661157846451]",0.03732661157846451,758.7130535878241,0
23,122,0.0008467831712477049,46,12,5,"[0.28936663269996643, 0.12273930758237839, 0.08191563934087753, 0.05991661176085472, 0.044369108974933624, 0.038551054894924164, 0.03125333786010742, 0.025405148044228554, 0.024363834410905838, 0.022337758913636208, 0.022758934646844864, 0.02231782302260399]","[0.10473933815956116, 0.07449132949113846, 0.0526411347091198, 0.05398107320070267, 0.05927625671029091, 0.04410193860530853, 0.04323199391365051, 0.15583957731723785, 0.03581205755472183, 0.03488095477223396, 0.03648724406957626, 0.03658447787165642]",0.03488095477223396,836.2462539635599,0
24,127,0.0013327205627101841,47,12,5,"[0.30715760588645935, 0.1276632696390152, 0.08947905153036118, 0.06552719324827194, 0.050001438707113266, 0.042115189135074615, 0.037008918821811676, 0.03307320550084114, 0.028801538050174713, 0.02909800410270691, 0.02599504590034485, 0.02336600422859192]","[0.08162184059619904, 0.06865309178829193, 0.07810921967029572, 0.05822743475437164, 0.04791318252682686, 0.06982327997684479, 0.043816953897476196, 0.0442950613796711, 0.054053399711847305, 0.04842257872223854, 0.03911830484867096, 0.04081682860851288]",0.03911830484867096,835.674099303782,0
25,132,0.0017060006369672882,41,12,5,"[0.32532110810279846, 0.1131569966673851, 0.07672609388828278, 0.0603194497525692, 0.05304446443915367, 0.04985926300287247, 0.042169153690338135, 0.03766753897070885, 0.03778078407049179, 0.031408876180648804, 0.029344921931624413, 0.02770332619547844]","[0.08989660441875458, 0.1205563023686409, 0.05401347950100899, 0.08171989023685455, 0.044418998062610626, 0.04901488497853279, 0.058172475546598434, 0.04116307199001312, 0.0558631494641304, 0.03657597675919533, 0.03893055394291878, 0.03720651566982269]",0.03657597675919533,848.0361202917993,0
26,137,0.0010987679375212827,41,13,5,"[0.43593671917915344, 0.15622274577617645, 0.09474540501832962, 0.07256581634283066, 0.053543929010629654, 0.04428185522556305, 0.039339516311883926, 0.03554036468267441, 0.034531161189079285, 0.03207690641283989, 0.026110749691724777, 0.026829387992620468, 0.027626676484942436]","[0.11747418344020844, 0.15546531975269318, 0.06492725014686584, 0.059105947613716125, 0.04942920431494713, 0.04471776634454727, 0.04225917533040047, 0.04498907923698425, 0.039103295654058456, 0.04718548431992531, 0.05029786750674248, 0.04581578075885773, 0.03849092498421669]",0.03849092498421669,901.9650554172695,0
27,142,0.002583801606259844,41,13,5,"[283.39453125, 1.1956133842468262, 1.110430121421814, 1.0628888607025146, 1.0277003049850464, 1.0080753564834595, 1.001305103302002, 1.0002433061599731, 1.0001078844070435, 1.0001317262649536, 1.0001717805862427, 1.000119924545288, 1.0001118183135986]","[1.0657203197479248, 0.9171960949897766, 0.8481700420379639, 0.7967233061790466, 0.7606036067008972, 0.7407065033912659, 0.7350354790687561, 0.7327470779418945, 0.7331584692001343, 0.7316450476646423, 0.7339122295379639, 0.7338109612464905, 0.7341403365135193]",0.7316450476646423,919.2606678754091,0
28,147,0.0008789849715991783,43,12,5,"[0.2844583988189697, 0.12575124204158783, 0.08384387940168381, 0.06124502792954445, 0.05052094906568527, 0.038369473069906235, 0.03418750315904617, 0.031675782054662704, 0.02866358309984207, 0.024862337857484818, 0.022284992039203644, 0.02121494710445404]","[0.15620224177837372, 0.06747488677501678, 0.05607398971915245, 0.048865288496017456, 0.17403562366962433, 0.05529380217194557, 0.05154820531606674, 0.05275071784853935, 0.03411562368273735, 0.03538632392883301, 0.06084274500608444, 0.036668628454208374]",0.03411562368273735,843.6811191029847,0
29,152,0.0018484167737815621,40,12,5,"[1.0629050731658936, 1.0001133680343628, 1.0001773834228516, 1.0000784397125244, 1.000255823135376, 1.0002065896987915, 1.00019109249115, 1.0002341270446777, 1.0001753568649292, 1.0002117156982422, 0.9999943971633911, 1.0000848770141602]","[0.731877326965332, 0.733368456363678, 0.7316424250602722, 0.7313885688781738, 0.7313997745513916, 0.7313253283500671, 0.7322337627410889, 0.7316123843193054, 0.7312963604927063, 0.7330586314201355, 0.7316938042640686, 0.7332798838615417]",0.7312963604927063,844.1543630808592,0
