number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_lr,params_rot_inv,state
173,0.04222240298986435,2022-10-12 19:18:39.826197,2022-10-12 19:39:04.786833,0 days 00:20:24.960636,56,18,0.0009272110463447228,0,COMPLETE
174,0.03152643144130707,2022-10-12 19:19:47.946622,2022-10-12 19:40:52.973388,0 days 00:21:05.026766,33,18,0.0009648184982826569,0,COMPLETE
175,0.03481445461511612,2022-10-12 19:25:52.873373,2022-10-12 19:46:44.973611,0 days 00:20:52.100238,33,18,0.0010587144132578232,0,COMPLETE
176,0.03498080000281334,2022-10-12 19:33:10.404925,2022-10-12 19:54:17.134255,0 days 00:21:06.729330,55,19,0.0009730382654255023,0,COMPLETE
177,0.03638097271323204,2022-10-12 19:34:01.391585,2022-10-12 19:55:07.205590,0 days 00:21:05.814005,55,19,0.000764379368357234,0,COMPLETE
178,0.03615344315767288,2022-10-12 19:39:04.883123,2022-10-12 20:00:34.112032,0 days 00:21:29.228909,55,19,0.0007497078133370416,0,COMPLETE
179,0.034381646662950516,2022-10-12 19:40:53.070658,2022-10-12 20:01:49.586059,0 days 00:20:56.515401,34,18,0.0007658598356356499,0,COMPLETE
180,0.02949521504342556,2022-10-12 19:46:45.070472,2022-10-12 20:08:50.527167,0 days 00:22:05.456695,32,19,0.0010869003459758138,0,COMPLETE
181,0.040212132036685944,2022-10-12 19:54:17.204638,2022-10-12 20:15:23.759203,0 days 00:21:06.554565,55,19,0.001261791325509133,0,COMPLETE
182,0.7301492691040039,2022-10-12 19:55:07.273577,2022-10-12 20:17:00.629630,0 days 00:21:53.356053,32,19,0.0014635488407787319,0,COMPLETE
183,0.7310343384742737,2022-10-12 20:00:34.410961,2022-10-12 20:22:45.879432,0 days 00:22:11.468471,33,19,0.001485461803742511,0,COMPLETE
184,0.03650142624974251,2022-10-12 20:01:49.734837,2022-10-12 20:24:02.706791,0 days 00:22:12.971954,33,19,0.0014394512961174318,0,COMPLETE
185,0.03721296414732933,2022-10-12 20:08:50.682445,2022-10-12 20:30:54.127343,0 days 00:22:03.444898,32,19,0.001492918229150225,0,COMPLETE
186,0.029886187985539436,2022-10-12 20:15:23.834204,2022-10-12 20:37:20.478844,0 days 00:21:56.644640,33,19,0.0010353783952198486,0,COMPLETE
187,0.02928396314382553,2022-10-12 20:17:00.701724,2022-10-12 20:38:49.091862,0 days 00:21:48.390138,33,19,0.0010863187910237705,0,COMPLETE
188,0.030305711552500725,2022-10-12 20:22:45.973311,2022-10-12 20:44:54.334645,0 days 00:22:08.361334,34,19,0.0010688532514118638,0,COMPLETE
189,0.031085914000868797,2022-10-12 20:24:02.808407,2022-10-12 20:47:20.947839,0 days 00:23:18.139432,34,20,0.0010629393734194602,0,COMPLETE
190,0.03502768278121948,2022-10-12 20:30:54.219153,2022-10-12 20:53:57.310515,0 days 00:23:03.091362,35,20,0.0010430066492591423,0,COMPLETE
191,0.7310790419578552,2022-10-12 20:37:20.550381,2022-10-12 21:00:17.485198,0 days 00:22:56.934817,34,20,0.0011951859397939064,0,COMPLETE
192,0.03754258155822754,2022-10-12 20:38:49.159003,2022-10-12 21:01:40.441627,0 days 00:22:51.282624,34,20,0.0010793286980852236,0,COMPLETE
193,0.7306846976280212,2022-10-12 20:44:54.435779,2022-10-12 21:08:09.680519,0 days 00:23:15.244740,35,20,0.0010846280284416716,0,COMPLETE
194,0.028947537764906883,2022-10-12 20:47:21.043642,2022-10-12 21:10:31.440393,0 days 00:23:10.396751,36,20,0.0010256161456149845,0,COMPLETE
195,0.7307052612304688,2022-10-12 20:53:57.411233,2022-10-12 21:17:00.672395,0 days 00:23:03.261162,35,20,0.0010829037913339676,0,COMPLETE
196,0.03330026939511299,2022-10-12 21:00:17.767369,2022-10-12 21:23:11.809547,0 days 00:22:54.042178,36,20,0.001016935456433942,0,COMPLETE
197,0.030631281435489655,2022-10-12 21:01:40.508894,2022-10-12 21:24:30.275531,0 days 00:22:49.766637,36,20,0.0010614467949260661,0,COMPLETE
198,0.03153911978006363,2022-10-12 21:08:09.781097,2022-10-12 21:31:19.895711,0 days 00:23:10.114614,36,20,0.0009604999526027566,0,COMPLETE
199,0.034056682139635086,2022-10-12 21:10:31.545262,2022-10-12 21:33:27.816188,0 days 00:22:56.270926,35,20,0.0009762707403296895,0,COMPLETE
200,0.7309577465057373,2022-10-12 21:17:00.778548,2022-10-12 21:40:00.731122,0 days 00:22:59.952574,36,20,0.0009791201714239458,0,COMPLETE
201,0.7308161854743958,2022-10-12 21:23:11.882175,2022-10-12 21:46:05.894733,0 days 00:22:54.012558,36,20,0.0009233792914187692,0,COMPLETE
202,0.028317682445049286,2022-10-12 21:24:30.345879,2022-10-12 21:47:13.688968,0 days 00:22:43.343089,37,20,0.0009707778248540073,0,COMPLETE
203,0.7312455177307129,2022-10-12 21:31:19.989391,2022-10-12 21:54:26.701275,0 days 00:23:06.711884,37,20,0.0017465291315856047,0,COMPLETE
204,0.03504906967282295,2022-10-12 21:33:27.914291,2022-10-12 21:56:19.502411,0 days 00:22:51.588120,36,20,0.001263124324084752,0,COMPLETE
205,0.7307443022727966,2022-10-12 21:40:00.831981,2022-10-12 22:02:57.243995,0 days 00:22:56.412014,37,20,0.0018629940869407014,0,COMPLETE
206,0.730196475982666,2022-10-12 21:46:05.969540,2022-10-12 22:09:13.895338,0 days 00:23:07.925798,32,20,0.0017507580693432983,0,COMPLETE
207,0.03249519690871239,2022-10-12 21:47:13.773295,2022-10-12 22:10:08.443266,0 days 00:22:54.669971,33,20,0.001235238296491024,0,COMPLETE
208,0.0371435321867466,2022-10-12 21:54:26.804580,2022-10-12 22:17:51.250903,0 days 00:23:24.446323,32,20,0.0013546698546020844,0,COMPLETE
209,0.7307060360908508,2022-10-12 21:56:19.598613,2022-10-12 22:19:43.385183,0 days 00:23:23.786570,32,20,0.0012617676137745555,0,COMPLETE
210,0.032364003360271454,2022-10-12 22:02:57.453176,2022-10-12 22:26:12.989758,0 days 00:23:15.536582,32,20,0.001164708963892904,0,COMPLETE
211,0.731005847454071,2022-10-12 22:09:13.971508,2022-10-12 22:32:11.062908,0 days 00:22:57.091400,34,20,0.0012180482968446055,0,COMPLETE
212,0.06679252535104752,2022-10-12 22:10:08.510471,2022-10-12 22:32:58.422830,0 days 00:22:49.912359,38,20,8.30059969038717e-05,0,COMPLETE
213,0.03319152072072029,2022-10-12 22:17:51.345152,2022-10-12 22:41:04.311775,0 days 00:23:12.966623,34,20,0.001260161674127366,0,COMPLETE
214,0.030378254130482674,2022-10-12 22:19:43.488681,2022-10-12 22:42:35.437437,0 days 00:22:51.948756,38,20,0.0009012829981097449,0,COMPLETE
215,0.02989031746983528,2022-10-12 22:26:13.089584,2022-10-12 22:49:14.728253,0 days 00:23:01.638669,38,20,0.0008794256223663565,0,COMPLETE
216,0.02909993939101696,2022-10-12 22:32:11.136494,2022-10-12 22:55:08.332112,0 days 00:22:57.195618,38,20,0.0009168220026312501,0,COMPLETE
217,0.03132040798664093,2022-10-12 22:32:58.491928,2022-10-12 22:55:48.934194,0 days 00:22:50.442266,34,20,0.0010228922267868348,0,COMPLETE
218,0.031598735600709915,2022-10-12 22:41:04.406151,2022-10-12 23:04:39.760895,0 days 00:23:35.354744,30,20,0.0009128918898392444,0,COMPLETE
219,0.03273842856287956,2022-10-12 22:42:35.534665,2022-10-12 23:05:41.144004,0 days 00:23:05.609339,37,20,0.0009279715991949847,0,COMPLETE
220,0.03582138940691948,2022-10-12 22:49:14.836241,2022-10-12 23:12:03.690393,0 days 00:22:48.854152,39,20,0.0015625027342704005,0,COMPLETE
221,0.48918417096138,2022-10-12 22:55:08.406437,2022-10-12 23:17:50.997810,0 days 00:22:42.591373,39,20,0.001598864852937977,0,COMPLETE
222,0.730564534664154,2022-10-12 22:55:49.005326,2022-10-12 23:18:21.230593,0 days 00:22:32.225267,40,20,0.0016280010080369442,0,COMPLETE
223,0.032060656696558,2022-10-12 23:04:39.981058,2022-10-12 23:27:44.310926,0 days 00:23:04.329868,39,20,0.0015857898704728414,0,COMPLETE
224,0.7314249873161316,2022-10-12 23:05:41.243517,2022-10-12 23:28:33.448010,0 days 00:22:52.204493,41,20,0.0015958958461704104,0,COMPLETE
225,0.03134012967348099,2022-10-12 23:12:03.844652,2022-10-12 23:35:04.143471,0 days 00:23:00.298819,38,20,0.0011854368509398325,0,COMPLETE
226,0.03230787068605423,2022-10-12 23:17:51.076370,2022-10-12 23:40:48.072164,0 days 00:22:56.995794,38,20,0.001187552639779972,0,COMPLETE
227,0.032930877059698105,2022-10-12 23:18:21.306359,2022-10-12 23:41:05.331795,0 days 00:22:44.025436,37,20,0.001253304879519682,0,COMPLETE
228,0.03210623934864998,2022-10-12 23:27:44.406338,2022-10-12 23:50:51.813353,0 days 00:23:07.407015,37,20,0.0012872854739020498,0,COMPLETE
229,0.0784521996974945,2022-10-12 23:28:33.554410,2022-10-12 23:51:26.228750,0 days 00:22:52.674340,38,20,0.0012676529823023484,0,COMPLETE
230,0.034480754286050797,2022-10-12 23:35:04.241949,2022-10-12 23:58:05.116702,0 days 00:23:00.874753,38,20,0.0012065050546217384,0,COMPLETE
231,0.0339001789689064,2022-10-12 23:40:48.146933,2022-10-13 00:03:44.177062,0 days 00:22:56.030129,38,20,0.0012508534156393525,0,COMPLETE
232,0.03393442928791046,2022-10-12 23:41:05.400590,2022-10-13 00:03:57.112667,0 days 00:22:51.712077,38,20,0.0013080975920529037,0,COMPLETE
233,0.03310244157910347,2022-10-12 23:50:51.914370,2022-10-13 00:14:07.078407,0 days 00:23:15.164037,38,20,0.001243360334935762,0,COMPLETE
234,0.7313334345817566,2022-10-12 23:51:26.335772,2022-10-13 00:14:30.544643,0 days 00:23:04.208871,37,20,0.001967197202598786,0,COMPLETE
235,0.030330786481499672,2022-10-12 23:58:05.223410,2022-10-13 00:20:59.612194,0 days 00:22:54.388784,37,20,0.0013871004110485275,0,COMPLETE
236,0.029017774388194084,2022-10-13 00:03:44.386946,2022-10-13 00:26:32.894690,0 days 00:22:48.507744,37,20,0.001338601853331834,0,COMPLETE
237,0.0361967496573925,2022-10-13 00:03:57.182815,2022-10-13 00:26:39.725587,0 days 00:22:42.542772,37,20,0.0010955882879777736,0,COMPLETE
238,0.034004028886556625,2022-10-13 00:14:07.176512,2022-10-13 00:37:16.166024,0 days 00:23:08.989512,37,20,0.0010727641346299172,0,COMPLETE
239,0.03450175002217293,2022-10-13 00:14:30.652288,2022-10-13 00:37:09.764236,0 days 00:22:39.111948,40,20,0.0010812337248273314,0,COMPLETE
240,0.03034370206296444,2022-10-13 00:20:59.712249,2022-10-13 00:42:37.945009,0 days 00:21:38.232760,40,19,0.0010655938569990285,0,COMPLETE
241,0.033808398991823196,2022-10-13 00:26:32.971488,2022-10-13 00:48:15.179341,0 days 00:21:42.207853,37,19,0.0010810455645171478,0,COMPLETE
242,0.031825948506593704,2022-10-13 00:26:39.797999,2022-10-13 00:48:39.784856,0 days 00:21:59.986857,31,19,0.0010139478775221672,0,COMPLETE
243,0.7298027276992798,2022-10-13 00:37:09.873210,2022-10-13 00:59:11.912340,0 days 00:22:02.039130,31,19,0.00266724632223342,0,COMPLETE
244,0.2699805498123169,2022-10-13 00:37:16.257078,2022-10-13 00:59:40.690489,0 days 00:22:24.433411,30,19,0.0016044475802529969,0,COMPLETE
245,0.730421245098114,2022-10-13 00:42:38.047283,2022-10-13 01:04:56.606066,0 days 00:22:18.558783,30,19,0.0014085972888498062,0,COMPLETE
246,0.7315131425857544,2022-10-13 00:48:15.255983,2022-10-13 01:10:24.957622,0 days 00:22:09.701639,30,19,0.0009343765927248111,0,COMPLETE
247,0.7309266328811646,2022-10-13 00:48:39.855532,2022-10-13 01:10:39.828865,0 days 00:21:59.973333,31,19,0.0014473582955401114,0,COMPLETE
248,0.0325842909514904,2022-10-13 00:59:12.012785,2022-10-13 01:20:39.869895,0 days 00:21:27.857110,41,19,0.0014600324720851418,0,COMPLETE
249,0.7308908700942993,2022-10-13 00:59:40.792645,2022-10-13 01:21:40.470381,0 days 00:21:59.677736,39,19,0.0014218602420005063,0,COMPLETE
250,0.03383525460958481,2022-10-13 01:04:56.900829,2022-10-13 01:26:39.788740,0 days 00:21:42.887911,39,19,0.0009348387690893577,0,COMPLETE
251,0.7309491634368896,2022-10-13 01:10:25.033871,2022-10-13 01:31:53.540798,0 days 00:21:28.506927,42,19,0.0014470656778728832,0,COMPLETE
252,0.7307995557785034,2022-10-13 01:10:39.900415,2022-10-13 01:33:10.963827,0 days 00:22:31.063412,42,20,0.0018936087064061885,0,COMPLETE
253,0.040087584406137466,2022-10-13 01:20:39.970256,2022-10-13 01:43:18.776067,0 days 00:22:38.805811,39,20,0.002043019124203113,0,COMPLETE
254,0.7306005954742432,2022-10-13 01:21:40.568957,2022-10-13 01:45:00.026709,0 days 00:23:19.457752,33,20,0.0020771033555134996,0,COMPLETE
255,0.0343438982963562,2022-10-13 01:26:39.890905,2022-10-13 01:49:48.537573,0 days 00:23:08.646668,33,20,0.0009931890093665575,0,COMPLETE
256,0.7302295565605164,2022-10-13 01:31:53.633649,2022-10-13 01:54:50.279125,0 days 00:22:56.645476,35,20,0.002129897015183724,0,COMPLETE
257,0.0310526005923748,2022-10-13 01:33:11.041283,2022-10-13 01:56:02.460800,0 days 00:22:51.419517,35,20,0.0010686435278653924,0,COMPLETE
258,0.029013745486736298,2022-10-13 01:43:18.888033,2022-10-13 02:06:11.596336,0 days 00:22:52.708303,33,20,0.0010760409857226128,0,COMPLETE
259,0.7309300899505615,2022-10-13 01:45:00.135198,2022-10-13 02:08:16.114641,0 days 00:23:15.979443,35,20,0.0010667048476846672,0,COMPLETE
260,0.7305076718330383,2022-10-13 01:49:48.644940,2022-10-13 02:12:51.600820,0 days 00:23:02.955880,35,20,0.0011092790166005208,0,COMPLETE
261,0.7307763695716858,2022-10-13 01:54:50.360640,2022-10-13 02:17:44.188975,0 days 00:22:53.828335,36,20,0.0011103983424680449,0,COMPLETE
262,0.03203950822353363,2022-10-13 01:56:02.534488,2022-10-13 02:19:26.339743,0 days 00:23:23.805255,28,20,0.0009031352469936941,0,COMPLETE
263,0.03613894805312157,2022-10-13 02:06:11.874319,2022-10-13 02:28:57.808123,0 days 00:22:45.933804,35,20,0.0009021363447499674,0,COMPLETE
264,0.031093668192625046,2022-10-13 02:08:16.227450,2022-10-13 02:31:27.311517,0 days 00:23:11.084067,36,20,0.0009076156113553531,0,COMPLETE
265,0.03537770360708237,2022-10-13 02:12:51.759483,2022-10-13 02:34:45.494975,0 days 00:21:53.735492,36,19,0.0009444168878264283,0,COMPLETE
266,0.032829996198415756,2022-10-13 02:17:44.269734,2022-10-13 02:39:30.796925,0 days 00:21:46.527191,36,19,0.0008615115891343645,0,COMPLETE
267,0.035505037754774094,2022-10-13 02:19:26.416422,2022-10-13 02:41:41.515888,0 days 00:22:15.099466,28,19,0.0008375233299590527,0,COMPLETE
268,0.02997870184481144,2022-10-13 02:28:57.912709,2022-10-13 02:51:01.829223,0 days 00:22:03.916514,29,19,0.0008082380108232344,0,COMPLETE
269,0.032659269869327545,2022-10-13 02:31:27.415494,2022-10-13 02:53:58.264331,0 days 00:22:30.848837,29,19,0.000799447809834542,0,COMPLETE
270,0.03314044326543808,2022-10-13 02:34:45.600599,2022-10-13 02:56:43.149919,0 days 00:21:57.549320,34,19,0.0007631244186923847,0,COMPLETE
271,0.028462473303079605,2022-10-13 02:39:30.877580,2022-10-13 03:02:27.050272,0 days 00:22:56.172692,34,20,0.0007909142848509828,0,COMPLETE
272,0.027579400688409805,2022-10-13 02:41:41.591547,2022-10-13 03:04:56.148613,0 days 00:23:14.557066,29,20,0.0008013033227284524,0,COMPLETE
273,0.02906363271176815,2022-10-13 02:51:01.937822,2022-10-13 03:13:23.576212,0 days 00:22:21.638390,27,19,0.0007892485664259621,0,COMPLETE
274,0.029029984027147293,2022-10-13 02:53:58.367483,2022-10-13 03:16:38.639178,0 days 00:22:40.271695,27,19,0.0007788017594980212,0,COMPLETE
275,0.15044745802879333,2022-10-13 02:56:43.259707,2022-10-13 03:19:08.501824,0 days 00:22:25.242117,29,19,0.0008108437696082297,0,COMPLETE
276,0.03418445959687233,2022-10-13 03:02:27.343869,2022-10-13 03:24:17.710686,0 days 00:21:50.366817,34,19,0.0007382439315744689,0,COMPLETE
277,0.03265310451388359,2022-10-13 03:04:56.220899,2022-10-13 03:27:47.267690,0 days 00:22:51.046791,34,20,0.0005756190169059351,0,COMPLETE
278,0.028662661090493202,2022-10-13 03:13:23.745672,2022-10-13 03:35:48.956447,0 days 00:22:25.210775,26,19,0.0005623113919598744,0,COMPLETE
279,0.03286021575331688,2022-10-13 03:16:38.740367,2022-10-13 03:38:46.613569,0 days 00:22:07.873202,34,19,0.0007505877681050036,0,COMPLETE
280,0.03122425079345703,2022-10-13 03:19:08.602060,2022-10-13 03:42:07.847387,0 days 00:22:59.245327,24,19,0.0005654466561492702,0,COMPLETE
281,0.03266176953911781,2022-10-13 03:24:17.793661,2022-10-13 03:46:46.567468,0 days 00:22:28.773807,27,19,0.0006326236620984135,0,COMPLETE
282,0.7318766117095947,2022-10-13 03:27:47.344421,2022-10-13 03:50:10.469413,0 days 00:22:23.124992,27,19,0.0006043810189072312,0,COMPLETE
283,0.03266705572605133,2022-10-13 03:35:49.119474,2022-10-13 03:57:30.391866,0 days 00:21:41.272392,36,19,0.0005960133620170895,0,COMPLETE
284,0.030961815267801285,2022-10-13 03:38:46.717994,2022-10-13 04:00:49.866498,0 days 00:22:03.148504,36,19,0.0005788272077347392,0,COMPLETE
285,0.030845053493976593,2022-10-13 03:42:07.953832,2022-10-13 04:05:10.815199,0 days 00:23:02.861367,24,19,0.0005062957600167062,0,COMPLETE
286,0.032152604311704636,2022-10-13 03:46:46.648189,2022-10-13 04:09:31.545908,0 days 00:22:44.897719,25,19,0.0005091202406063051,0,COMPLETE
287,0.0338592566549778,2022-10-13 03:50:10.548367,2022-10-13 04:12:43.525421,0 days 00:22:32.977054,25,19,0.0005559826386350673,0,COMPLETE
288,0.03498467803001404,2022-10-13 03:57:30.500345,2022-10-13 04:20:01.402375,0 days 00:22:30.902030,25,19,0.0005120730919737466,0,COMPLETE
289,0.03259710967540741,2022-10-13 04:00:50.122772,2022-10-13 04:23:43.209616,0 days 00:22:53.086844,25,19,0.0005823567550422743,0,COMPLETE
290,0.03223991394042969,2022-10-13 04:05:10.981704,2022-10-13 04:27:58.845849,0 days 00:22:47.864145,26,19,0.00048083736576274097,0,COMPLETE
291,0.03489241749048233,2022-10-13 04:09:31.627454,2022-10-13 04:32:16.026449,0 days 00:22:44.398995,25,19,0.00047048897044152637,0,COMPLETE
292,0.03208477795124054,2022-10-13 04:12:43.605674,2022-10-13 04:35:21.563564,0 days 00:22:37.957890,24,19,0.000476049164210982,0,COMPLETE
293,0.028687844052910805,2022-10-13 04:20:01.560488,2022-10-13 04:42:36.740394,0 days 00:22:35.179906,24,19,0.0007376673337692833,0,COMPLETE
294,0.03239956870675087,2022-10-13 04:23:43.306734,2022-10-13 04:46:50.863002,0 days 00:23:07.556268,23,19,0.0007752038385300316,0,COMPLETE
295,0.030570054426789284,2022-10-13 04:27:58.955290,2022-10-13 04:51:02.521755,0 days 00:23:03.566465,35,20,0.0007568522878169533,0,COMPLETE
296,0.029961317777633667,2022-10-13 04:32:16.110483,2022-10-13 04:56:27.657665,0 days 00:24:11.547182,23,20,0.0007362284524351049,0,COMPLETE
297,0.03206197917461395,2022-10-13 04:35:21.642801,2022-10-13 04:58:57.634551,0 days 00:23:35.991750,26,20,0.0007279953821939741,0,COMPLETE
298,0.029684681445360184,2022-10-13 04:42:36.843238,2022-10-13 05:05:23.077112,0 days 00:22:46.233874,23,19,0.000705878047821674,0,COMPLETE
299,0.03211564943194389,2022-10-13 04:46:50.973636,2022-10-13 05:10:40.551136,0 days 00:23:49.577500,27,20,0.0006870783508142762,0,COMPLETE
300,0.031005436554551125,2022-10-13 04:51:02.627309,2022-10-13 05:13:42.208017,0 days 00:22:39.580708,27,19,0.0006893519443980994,0,COMPLETE
301,0.030432062223553658,2022-10-13 04:56:27.741513,2022-10-13 05:18:58.314799,0 days 00:22:30.573286,27,19,0.0007155123652722469,0,COMPLETE
302,0.028113897889852524,2022-10-13 04:58:57.714695,2022-10-13 05:22:03.131530,0 days 00:23:05.416835,21,19,0.0006695269955461448,0,COMPLETE
303,0.030419113114476204,2022-10-13 05:05:23.409172,2022-10-13 05:28:24.545312,0 days 00:23:01.136140,21,19,0.0006855639678448678,0,COMPLETE
304,0.034037668257951736,2022-10-13 05:10:40.662792,2022-10-13 05:33:57.439242,0 days 00:23:16.776450,22,19,0.0007289297137176567,0,COMPLETE
305,0.030657660216093063,2022-10-13 05:13:42.368491,2022-10-13 05:36:43.166297,0 days 00:23:00.797806,24,19,0.0008051768513624175,0,COMPLETE
306,0.03203844279050827,2022-10-13 05:18:58.401741,2022-10-13 05:43:11.007718,0 days 00:24:12.605977,23,20,0.0007940908832296897,0,COMPLETE
307,0.031355276703834534,2022-10-13 05:22:03.214810,2022-10-13 05:45:08.505016,0 days 00:23:05.290206,21,19,0.000791436285018526,0,COMPLETE
308,0.03137843683362007,2022-10-13 05:28:24.654696,2022-10-13 05:51:24.726571,0 days 00:23:00.071875,22,19,0.0006694384348337742,0,COMPLETE
309,0.029676387086510658,2022-10-13 05:33:57.546403,2022-10-13 05:57:13.004389,0 days 00:23:15.457986,22,19,0.0006356266481422472,0,COMPLETE
310,0.03018859587609768,2022-10-13 05:36:43.281350,2022-10-13 06:00:15.887505,0 days 00:23:32.606155,21,19,0.0006482446717137292,0,COMPLETE
311,0.029379088431596756,2022-10-13 05:43:11.091794,2022-10-13 06:06:33.264491,0 days 00:23:22.172697,21,19,0.0006299486628685786,0,COMPLETE
312,0.03010673262178898,2022-10-13 05:45:08.585577,2022-10-13 06:08:18.187522,0 days 00:23:09.601945,21,19,0.0006475200377550894,0,COMPLETE
313,0.03544662520289421,2022-10-13 05:51:24.832253,2022-10-13 06:14:31.894679,0 days 00:23:07.062426,21,19,0.00035893729539929133,0,COMPLETE
314,0.02935817465186119,2022-10-13 05:57:13.108766,2022-10-13 06:20:40.770070,0 days 00:23:27.661304,20,19,0.0006084664801733209,0,COMPLETE
315,0.032631389796733856,2022-10-13 06:00:16.600661,2022-10-13 06:23:35.813663,0 days 00:23:19.213002,23,19,0.0006093255684623343,0,COMPLETE
316,0.0308612622320652,2022-10-13 06:06:33.472105,2022-10-13 06:29:57.895837,0 days 00:23:24.423732,21,19,0.0006193899792842126,0,COMPLETE
317,0.03388554975390434,2022-10-13 06:08:18.268677,2022-10-13 06:31:36.067087,0 days 00:23:17.798410,20,19,0.0004081937976071365,0,COMPLETE
318,0.03170187398791313,2022-10-13 06:14:32.070091,2022-10-13 06:37:52.277118,0 days 00:23:20.207027,20,19,0.0005975546346416835,0,COMPLETE
319,0.032402195036411285,2022-10-13 06:20:40.875656,2022-10-13 06:44:30.000565,0 days 00:23:49.124909,19,19,0.0006050944223629468,0,COMPLETE
320,0.030888669192790985,2022-10-13 06:23:35.938570,2022-10-13 06:47:44.358866,0 days 00:24:08.420296,19,19,0.0004041400316077817,0,COMPLETE
321,0.029341768473386765,2022-10-13 06:29:57.984787,2022-10-13 06:53:48.518927,0 days 00:23:50.534140,19,19,0.0003831912212547394,0,COMPLETE
322,0.028917768970131874,2022-10-13 06:31:36.148289,2022-10-13 06:55:07.186538,0 days 00:23:31.038249,19,19,0.0005130998563594525,0,COMPLETE
323,0.0323609821498394,2022-10-13 06:37:52.387584,2022-10-13 07:01:31.807061,0 days 00:23:39.419477,19,19,0.000495442576096803,0,COMPLETE
324,0.03470771014690399,2022-10-13 06:44:30.106727,2022-10-13 07:07:43.545476,0 days 00:23:13.438749,22,19,0.0003004470323142449,0,COMPLETE
325,0.06356716901063919,2022-10-13 06:47:44.487584,2022-10-13 07:03:32.191567,0 days 00:15:47.703983,22,19,0.00048418912365588777,1,COMPLETE
326,0.03918840363621712,2022-10-13 06:53:48.602869,2022-10-13 07:17:01.202065,0 days 00:23:12.599196,22,19,0.0002980255111389389,0,COMPLETE
327,0.030927084386348724,2022-10-13 06:55:07.264720,2022-10-13 07:19:03.515675,0 days 00:23:56.250955,18,19,0.00046669017523503646,0,COMPLETE
328,0.06830137223005295,2022-10-13 07:01:32.096742,2022-10-13 07:16:33.543358,0 days 00:15:01.446616,18,18,0.00047979726339063793,1,COMPLETE
329,0.03449813649058342,2022-10-13 07:03:32.363925,2022-10-13 07:26:42.487780,0 days 00:23:10.123855,18,18,0.00034718082683495195,0,COMPLETE
330,0.032976362854242325,2022-10-13 07:07:43.649999,2022-10-13 07:30:35.771170,0 days 00:22:52.121171,18,18,0.00036178529292278774,0,COMPLETE
331,0.03295110911130905,2022-10-13 07:16:33.652785,2022-10-13 07:39:29.064908,0 days 00:22:55.412123,17,18,0.0003455645687629122,0,COMPLETE
332,0.03264845907688141,2022-10-13 07:17:01.316899,2022-10-13 07:40:03.214995,0 days 00:23:01.898096,18,18,0.00034562059051599346,0,COMPLETE
333,0.03429513797163963,2022-10-13 07:19:03.600465,2022-10-13 07:41:18.190693,0 days 00:22:14.590228,20,18,0.00038772539713819175,0,COMPLETE
334,0.031615935266017914,2022-10-13 07:26:42.582447,2022-10-13 07:48:56.226754,0 days 00:22:13.644307,23,18,0.0005605605635369728,0,COMPLETE
335,0.029229750856757164,2022-10-13 07:30:35.888600,2022-10-13 07:55:18.406291,0 days 00:24:42.517691,20,20,0.0005616357209023621,0,COMPLETE
336,0.032581303268671036,2022-10-13 07:39:29.175471,2022-10-13 08:04:08.754125,0 days 00:24:39.578654,20,20,0.000531675699500474,0,COMPLETE
337,0.03053176961839199,2022-10-13 07:40:03.326520,2022-10-13 08:04:27.575811,0 days 00:24:24.249291,23,20,0.0005484516414553716,0,COMPLETE
338,0.05814557895064354,2022-10-13 07:41:18.275628,2022-10-13 08:05:59.008198,0 days 00:24:40.732570,20,20,0.00011090840486182912,0,COMPLETE
339,0.028369959443807602,2022-10-13 07:48:56.316029,2022-10-13 08:13:35.291405,0 days 00:24:38.975376,23,20,0.0008068203573380246,0,COMPLETE
340,0.05251574143767357,2022-10-13 07:55:18.522117,2022-10-13 08:19:03.064712,0 days 00:23:44.542595,28,20,0.00013231646868170325,0,COMPLETE
341,0.030520949512720108,2022-10-13 08:04:09.078700,2022-10-13 08:28:16.954634,0 days 00:24:07.875934,23,20,0.0007511036314336563,0,COMPLETE
342,0.02966117672622204,2022-10-13 08:04:27.747215,2022-10-13 08:28:10.321523,0 days 00:23:42.574308,28,20,0.0008099639742386157,0,COMPLETE
343,0.03002081625163555,2022-10-13 08:05:59.093492,2022-10-13 08:29:34.260790,0 days 00:23:35.167298,28,20,0.0007966550855351058,0,COMPLETE
344,0.02921893447637558,2022-10-13 08:13:35.379462,2022-10-13 08:38:09.435349,0 days 00:24:34.055887,23,20,0.0008487701067226793,0,COMPLETE
345,0.03127429634332657,2022-10-13 08:19:03.169941,2022-10-13 08:43:20.751206,0 days 00:24:17.581265,23,20,0.0008314920136215236,0,COMPLETE
346,0.03338751941919327,2022-10-13 08:28:10.436504,2022-10-13 08:52:03.221526,0 days 00:23:52.785022,26,20,0.0008018518231671534,0,COMPLETE
347,0.03360893949866295,2022-10-13 08:28:17.054888,2022-10-13 08:52:00.616048,0 days 00:23:43.561160,26,20,0.0008748668471858265,0,COMPLETE
348,0.033570270985364914,2022-10-13 08:29:34.365400,2022-10-13 08:53:13.605622,0 days 00:23:39.240222,26,20,0.0008803207030352592,0,COMPLETE
